codigo_municipio_4d,Departamento,Municipio,maga_department,maga_municipality,mapped_area_ha,agricultural_land_ha,maize_bean_ha,A,total,agricultural_share_pct,agricultural_land_share_of_mapped_pct,maize_bean_share_of_agricultural_land_pct,ag_workers_per_100_agricultural_ha,historical_mean_may_aug_mm,historical_sd_may_aug_mm,rain_2026_may_aug_mm,rainfall_z_score_vs_1981_2025,z_2015_common,z_2026_common,impact_composite,impact_composite_2015
1010,Suchitepéquez,San Antonio Suchitepéquez,Suchitepéquez,San Antonio Suchitepéquez,7502.863841906046,6323.462906977731,115.73927349996,4206,17571,23.93716919924876,84.28065656288523,1.8303147373924746,66.51418790420702,1711.2380979792338,332.41965185148695,813.7543084257245,-2.6998517823924337,-1.608451418312281,-2.6998517823924337,179.57844876755857,106.98483987241134
1504,Baja Verapaz,Cubulco,Baja Verapaz,Cubulco,69098.49299119727,10450.375862149622,6310.51601895557,9031,16206,55.7262742194249,15.123883907976019,60.38554117284648,86.41794437948896,746.6781819037498,144.42014781052524,449.14581836412617,-2.0601859785518077,-2.007426567390408,-2.0601859785518077,178.03703730589316,173.47767744665273
0806,Totonicapán,Santa María Chiquimula,Totonicapán,Santa María Chiquimula,23747.752695549843,4618.991677322303,4439.216853139133,3699,17790,20.792580101180437,19.450226455271572,96.10792058652531,80.08241318469672,640.7468482743094,140.72309445307488,328.3313035703484,-2.2200730158626394,-1.5213595520362404,-2.2200730158626394,177.78880455650764,121.83414424865131
0114,Guatemala,Amatitlán,Guatemala,Amatitlán,10078.320971275458,6111.393012688719,1276.493622103438,3783,46555,8.125872623778326,60.638999592362595,20.887113943631686,61.90078092090599,770.7506099946462,141.7059418775292,365.394291446203,-2.860545670687377,-1.276117037963988,-2.860545670687377,177.07001087546539,78.99264119644428
1327,Huehuetenango,Aguacatán,Huehuetenango,Aguacatán,24762.243234051024,8508.157220754527,5619.560897138094,8030,15085,53.23168710639708,34.35939603829915,66.04909560709477,94.38001428102285,803.2914956243511,171.28723259384532,482.8976924802376,-1.8705060400142508,-1.6543689304178535,-1.8705060400142508,176.5383867692845,156.1393632789175
1307,Huehuetenango,Jacaltenango,Huehuetenango,Jacaltenango,16334.883102979795,5081.616904031903,2640.336051601725,5522,12649,43.65562495058898,31.10898848798568,51.958581322940844,108.66620023281732,1277.01494550119,306.47732505888433,787.7311322714573,-1.5964763890304947,-1.5740996185318807,-1.5964763890304947,173.4830229573529,171.0514243337867
0706,Sololá,Santa Catarina Ixtahuacán,Sololá,Santa Catarina Ixtahuacán,18996.170825134843,9872.544796242493,562.243018938792,6401,12370,51.746160064672594,51.97123613554582,5.6950161335584175,64.8363733172042,1543.316357577862,292.45920878019774,776.0946751605176,-2.6233459552096434,-1.6034761454419744,-2.6233459552096434,170.0882376921501,103.96357797110748
0305,Sacatepéquez,Santo Domingo Xenacoj,Sacatepéquez,Santo Domingo Xenacoj,2499.999999802184,1196.4088840983886,715.4799525055786,828,5615,14.746215494211933,47.856355367722244,59.80229351479305,69.20710895790273,832.2260841706184,180.5512098131162,389.0788473376462,-2.4544130016722803,-1.2753830445014072,-2.4544130016722803,169.8628280344266,88.2655733238706
1318,Huehuetenango,San Mateo Ixtatán,Huehuetenango,San Mateo Ixtatán,54742.85181677593,9527.467004939315,3721.37584034004,8077,9484,85.1644875579924,17.404038497716016,39.05944610892665,84.77594302675253,1836.3222403111456,414.3271573552501,1009.258407068891,-1.9961612908060435,-2.0645132260125547,-1.9961612908060435,169.22645586158194,175.0210556264174
1012,Suchitepéquez,San Gabriel,Suchitepéquez,San Gabriel,660.2747619557,325.430299510949,71.6924810893,203,2966,6.844234659474039,49.28710262179962,22.030057187987172,62.37894882715742,1767.1736324052554,331.2003191366025,887.5575719534318,-2.65584303404318,-1.5055285342164342,-2.65584303404318,165.66869671354203,93.91328739371227
1404,Quiché,Zacualpa,Quiché,Zacualpa,24738.999999639553,7137.134646668299,2697.9297486995906,4701,8981,52.343836989199424,28.849729765844565,37.801300973900176,65.86676912694206,863.2094519486576,165.91413211915977,460.46391302334433,-2.4274335994239533,-1.7416561482554649,-2.4274335994239533,159.88720846423948,114.71726341566188
1008,Suchitepéquez,Samayac,Suchitepéquez,Samayac,2583.0992116876378,2243.0985806707267,231.896112477834,1253,9486,13.208939489774405,86.83749236271976,10.338204235700283,55.86022882798716,1746.6888791660697,313.8681426147742,853.1532075158584,-2.8468504774213144,-1.703823553770886,-2.8468504774213144,159.0257191078191,95.17597359615597
1320,Huehuetenango,San Sebastián Huehuetenango,Huehuetenango,San Sebastián Huehuetenango,12816.130145116571,4105.432540027064,1486.06279227083,5044,8562,58.91146928287783,32.03332436188929,36.19747195410093,122.86159742784982,679.2960922901432,135.5268127430976,504.8521900401821,-1.287154170596737,-1.245933755771295,-1.287154170596737,158.14181753543423,153.0774115233418
1104,Retalhuleu,San Martín Zapotitlán,Retalhuleu,San Martín Zapotitlán,940.000000384284,542.473070914802,51.96881832996,318,3918,8.116385911179172,57.7099011375566,9.579981222353055,58.62042137202115,2174.83527236958,364.0777721460596,1195.7858053433526,-2.689121780918432,-1.496258656046224,-2.689121780918432,157.63745191811842,87.71131289896371
0802,Totonicapán,San Cristóbal Totonicapán,Totonicapán,San Cristóbal Totonicapán,4425.9924165161065,3140.0212924895914,2730.2885073329617,2131,12751,16.71241471257156,70.94502197455729,86.9512736701295,67.86578183711676,554.1177187684923,115.37663651756306,287.98474959256373,-2.306645237794021,-1.364511554890545,-2.306645237794021,156.54228248375333,92.6036434984267
1505,Baja Verapaz,Granados,Baja Verapaz,Granados,15446.173368590446,2890.747816535382,2283.8793711810818,1995,4498,44.353045798132506,18.71497715035151,79.0065241290524,69.01328398791448,671.5372184931995,142.413719090397,350.23041846305864,-2.2561506158419444,-1.8233025916712455,-2.2561506158419444,155.70436317060825,125.83209955490814
2001,Chiquimula,Chiquimula,Chiquimula,Chiquimula,36495.773929790776,13419.000126178424,7620.222185797839,8285,37579,22.04688788951276,36.76864108154933,56.7868105979964,61.740814681395136,605.3332446218732,143.1549492925597,244.89069176772335,-2.517849048428836,-2.0307204836938437,-2.517849048428836,155.45405149477185,125.3783370534547
0918,Quetzaltenango,San Francisco La Unión,Quetzaltenango,San Francisco La Unión,1688.9969737341012,935.862991980598,820.244186346708,592,1868,31.69164882226981,55.40939424607465,87.64575513460554,63.25712257807424,618.0943281105618,117.30717318727554,331.6490290886666,-2.4418395843926644,-1.375889739106284,-2.4418395843926644,154.46374590592063,87.0348258805608
1402,Quiché,Chiché,Quiché,Chiché,11574.999999843936,4502.722919185152,4154.779711441904,2803,8677,32.303791633052896,38.90041398916511,92.27260451091192,62.251221101280926,867.3887500485131,175.3471138480973,434.2572446014485,-2.4701376369518413,-1.609409366115824,-2.4701376369518413,153.76908418848467,100.18769829254855
0301,Sacatepéquez,Antigua Guatemala,Sacatepéquez,Antigua Guatemala,6900.000000082703,2550.965075795215,676.766354068451,1405,20907,6.720237241115416,36.970508344415066,26.529816518851476,55.077194640229166,686.4445699312046,131.24946982128176,322.2571909654264,-2.774772191169081,-1.0971771679743016,-2.774772191169081,152.82666805531466,60.42944043533602
1201,San Marcos,San Marcos,San Marcos,San Marcos,12047.61300846202,3755.2896268617906,1587.75467694616,3128,15742,19.870410367170628,31.1704038320632,42.28048525442258,83.29583895807254,979.7020398915536,169.1414295732993,669.4101814938791,-1.8345112677624973,-0.9674917539686644,-1.8345112677624973,152.80715512631446,80.588037331837
1316,Huehuetenango,San Juan Atitán,Huehuetenango,San Juan Atitán,7607.616916492354,1870.0647311509936,262.867537150212,2646,4927,53.70407956159935,24.58147869008663,14.056600970621025,141.49242835949488,733.9792124248064,145.54776689645374,577.0177784000648,-1.0784187031629815,-1.179587755405317,-1.0784187031629815,152.58808109882753,166.90273597542418
2010,Chiquimula,San Jacinto,Chiquimula,San Jacinto,7074.339407376319,3086.885501431735,1633.831391140015,1680,3458,48.582995951417004,43.63496467547317,52.928150084679984,54.42378731640016,715.6017666246838,151.7217424488989,293.1822998145703,-2.784172261614961,-2.2995242792265005,-2.784172261614961,151.52519901835348,125.14882030152144
1906,Zacapa,Usumatlán,Zacapa,Usumatlán,10806.601804181584,1511.927990995935,367.548411220962,1042,4132,25.21781219748306,13.990780991031786,24.30991511565647,68.91862616510032,1005.4934446693854,239.9885826753192,486.1098574666835,-2.164201235795357,-2.062299038112411,-2.164201235795357,149.15377591582833,142.13081644831522
0910,Quetzaltenango,San Mateo,Quetzaltenango,San Mateo,1082.9980595429322,481.2989851520593,140.97652508340002,273,3083,8.855011352578657,44.441352494683734,29.29084195738758,56.72149919737514,1504.6769481178603,240.70331787142277,874.0767825031561,-2.6198233210543203,-1.4755012148733082,-2.6198233210543203,148.6003064024473,83.69264097516239
1311,Huehuetenango,La Libertad,Huehuetenango,La Libertad,9572.001573528309,6840.27952649526,870.6747107520711,7265,9608,75.61407160699417,71.46132889710636,12.728642263515464,106.20910990347134,707.4762505890111,144.48751157881995,505.84247107124384,-1.395510084674503,-1.4402197589328136,-1.395510084674503,148.21588395459688,152.9644586616462
1306,Huehuetenango,San Pedro Necta,Huehuetenango,San Pedro Necta,7581.6250583650135,5337.776847786093,347.72241225294,6197,9923,62.45087171218382,70.40412585289718,6.514367725903754,116.09702272529958,995.255704751958,191.9020084750377,753.6438119895344,-1.259037853133529,-1.350982548756306,-1.259037853133529,146.17054624725571,156.84505166444401
1017,Suchitepéquez,Santo Tomás La Unión,Suchitepéquez,Santo Tomás La Unión,1248.3673973865752,1005.2638885823001,15.00466767394,550,4017,13.691809808314662,80.52628502528935,1.492609835522962,54.7120021167429,2121.958095368401,396.6460686889938,1072.6798941228371,-2.645376531056186,-1.6383528066911768,-2.645376531056186,144.73384636672805,89.63756222765934
1503,Baja Verapaz,Rabinal,Baja Verapaz,Rabinal,31167.276000242757,5581.093987613844,3286.783495189403,4888,14073,34.733177005613584,17.90690334173052,58.89138406347898,87.58139552653958,610.5828072059969,129.6217888424621,400.9843892965546,-1.6169998869879896,-1.9745992983513836,-1.6169998869879896,141.61910666866493,172.93816215534005
1507,Baja Verapaz,San Jerónimo,Baja Verapaz,San Jerónimo,22169.734020609107,5498.9684156332605,441.021582586936,4590,9421,48.720942575098185,24.803944019000813,8.020078481140867,83.47020119175237,652.67686732031,163.3270425691117,375.97737096282543,-1.6941437988776376,-2.003490160227646,-1.6941437988776376,141.41052374007606,167.2317267598978
0903,Quetzaltenango,Olintepeque,Quetzaltenango,Olintepeque,3218.494233223021,1818.24779623573,1576.418443403538,999,13431,7.43801652892562,56.49374100058352,86.69986822847552,54.94300623205501,736.2352090254996,133.1539170239603,397.07074085414,-2.54716102801789,-1.4058713877353195,-2.54716102801789,139.94868423643456,77.24280041780949
0105,Guatemala,Palencia,Guatemala,Palencia,21736.37876172288,13916.566020496772,2927.21522483787,8531,25562,33.37375792191534,64.02430769656735,21.03403397452053,61.301042135216875,813.5525578322723,175.5907257759969,412.8493051921758,-2.2820297078290928,-1.6783043340462926,-2.2820297078290928,139.89079927344787,102.88180469708888
1610,Alta Verapaz,San Juan Chamelco,Alta Verapaz,San Juan Chamelco,18689.61744571017,9955.164942107165,5915.226856543399,6987,20251,34.501999901239444,53.26575020074676,59.418672527703485,70.18467338946061,1162.6363032215245,229.56630688764037,705.4490949847712,-1.99152573578892,-2.113331004653032,-1.99152573578892,139.77458331305058,148.32344632539372
0801,Totonicapán,Totonicapán,Totonicapán,Totonicapán,24447.686458824515,7826.328410062772,6840.4105486175795,4604,40719,11.30676097153663,32.0125522848311,87.40254932085983,58.82707393265488,721.9187731075076,154.79012670116526,354.6776783122936,-2.372509814558149,-1.5195166757580414,-2.372509814558149,139.56781026696154,89.38871982672028
2206,Jutiapa,Yupiltepeque,Jutiapa,Yupiltepeque,5539.911554850016,3897.195117729519,1949.449856320738,2855,5728,49.84287709497207,70.34760535694201,50.02186950948648,73.25781526851816,974.9132260102332,194.5655198343248,606.7802622394812,-1.892077096107379,-2.265876276319815,-1.892077096107379,138.60943438042864,165.9931456719548
2006,Chiquimula,Olopa,Chiquimula,Olopa,11210.923568114722,9291.95058888785,364.20980371088,4950,6786,72.94429708222812,82.8830072066081,3.9196269957185828,53.271914789556185,914.3991210783402,194.42264519807955,410.7333417153176,-2.5905715810515964,-2.2758154271639697,-2.5905715810515964,138.00470852202648,121.2370455126364
0112,Guatemala,Chuarrancho,Guatemala,Chuarrancho,11778.037801424618,2639.410558580046,1887.932576065096,1670,3776,44.226694915254235,22.409594900950268,71.52856799514997,63.271702637214155,632.3679121520246,139.41749551678137,328.8127032259811,-2.177310729911263,-1.771380634047377,-2.177310729911263,137.76215705176114,112.0782687347655
1411,Quiché,San Juan Cotzal,Quiché,San Juan Cotzal,16283.000000373044,6295.144932206499,3088.2818996461388,4549,7808,58.26075819672131,38.66084217934212,49.05815406800604,72.2620376335885,1317.6585990630545,273.4693459206109,802.1573698093695,-1.8850420968328083,-2.023735325108274,-1.8850420968328083,136.21698294223097,146.23923822339657
1219,San Marcos,San Pablo,San Marcos,San Pablo,13915.507530743027,9054.27304466221,434.126050139532,5398,13403,40.27456539580691,65.06606406312477,4.794709061656403,59.61825950435963,2073.318760119843,313.2209882862844,1360.0633764433578,-2.277163441629169,-1.1071256583339986,-2.277163441629169,135.7605209968885,66.00490480249132
1213,San Marcos,El Tumbador,San Marcos,El Tumbador,16561.175236478215,13163.871558116569,264.070022249141,7195,13161,54.669098092850085,79.48633699087594,2.006020957309637,54.65717261244252,2352.4240542313696,371.64538335788393,1430.4197662150398,-2.4808710919152355,-1.0114536963569942,-2.4808710919152355,135.59739950002978,55.28319927127726
1313,Huehuetenango,San Miguel Acatán,Huehuetenango,San Miguel Acatán,12905.95721250454,3822.7093393690698,2286.46987741787,3087,4459,69.23076923076923,29.619727358659297,59.81281008917218,80.75424328519581,1458.028281529772,336.31842243189243,894.3435115136283,-1.6760448801471617,-1.7054624828570444,-1.6760448801471617,135.34773600831076,137.72333225441184
0805,Totonicapán,Momostenango,Totonicapán,Momostenango,35916.601128425486,9162.49021101223,8705.192701347996,6357,30781,20.652350475942953,25.51046013026204,95.0090259401902,69.38070168260194,558.6655103630383,119.92458481448308,325.59833835826555,-1.9434478123506969,-1.3718925780615356,-1.9434478123506969,134.83777290440904,95.18286969906309
1214,San Marcos,El Rodeo,San Marcos,El Rodeo,5167.746169497381,4765.6421263224,0.0,2369,5219,45.39183751676566,92.21896683803087,0.0,49.70998529065241,2244.519080312404,310.6689740567264,1409.019605419996,-2.689356017700854,-1.135371176298409,-2.689356017700854,133.687848081237,56.43928447322463
1018,Suchitepéquez,Zunilito,Suchitepéquez,Zunilito,1309.406797365237,1234.2350529776,0.0,587,2935,20.0,94.25909927007434,0.0,47.55982246524751,1993.384852056032,349.9310223871798,1017.0361608752812,-2.7901175623705448,-1.6482788148121226,-2.7901175623705448,132.69749592351224,78.39184780569312
0201,El Progreso,Guastatoya,El Progreso,Guastatoya,21781.275379610925,1575.299802140862,779.158083833556,1071,9940,10.774647887323944,7.232357952810574,49.46093961128323,67.98705862493544,499.9250215443532,128.82658094937884,250.65890790339657,-1.934896601338068,-1.9011898249995,-1.934896601338068,131.54792866835956,129.25630408937175
1502,Baja Verapaz,San Miguel Chicaj,Baja Verapaz,San Miguel Chicaj,32693.677724134057,4244.504512211686,2594.907007650602,3798,11096,34.22855082912761,12.982646210764006,61.13568733841379,89.48040905771057,676.1855551676214,155.39242768672088,449.63546316716287,-1.4579223413459703,-1.8659537134173731,-1.4579223413459703,130.45548747801257,166.9663015593406
0702,Sololá,San José Chacayá,Sololá,San José Chacayá,1599.677542836016,653.35158876051,347.89507270353,354,1353,26.164079822616408,40.84270556190996,53.247757974160685,54.182159512550115,876.8463517075679,190.8287806304109,417.7604446411133,-2.405747736530333,-1.4149332579099758,-2.405747736530333,130.3486076076429,76.66413947969052
1604,Alta Verapaz,Tactic,Alta Verapaz,Tactic,11639.761748419976,4656.540886886694,1641.576687137174,3185,14050,22.669039145907472,40.00546564038383,35.25313590094367,68.3984115541494,1053.1189715268413,217.23433375520173,644.9304911375222,-1.8790237865866124,-2.060608843121193,-1.8790237865866124,128.52224227498732,140.94237170392304
0411,Chimaltenango,Acatenango,Chimaltenango,Acatenango,13090.67200779785,7932.129546944315,1198.052222232898,3755,6678,56.22941000299491,60.59375364549127,15.10379041520347,47.33911590546998,1690.587958278603,301.3902945300818,874.7175901483682,-2.707022697603166,-1.233154529800397,-2.707022697603166,128.1480612405743,58.376445215576325
0718,Sololá,San Pedro La Laguna,Sololá,San Pedro La Laguna,5098.972169301888,1635.8942495291271,239.8416505106,843,4284,19.677871148459385,32.08282365959847,14.661195280785149,51.531448334306916,1464.0635446251774,288.5893155384523,747.0318694880498,-2.484609223315437,-1.48690200923835,-2.484609223315437,128.03551182222188,76.62221406724318
1221,San Marcos,La Reforma,San Marcos,La Reforma,7408.342629996137,4890.532086033921,194.97569341319002,2464,4346,56.695812241141276,66.01384857973923,3.986799186329634,50.38306582297127,2058.6994939099272,304.7642938629192,1290.10091948133,-2.521944302222974,-1.0780227414508188,-2.521944302222974,127.06328578076746,54.31409074117654
0205,El Progreso,El Jícaro,El Progreso,El Jícaro,11440.894126367119,2591.126694138648,170.977390899955,1519,4312,35.22727272727273,22.64793874953391,6.598573172308424,58.623146580833314,831.8877020564397,201.77447027937455,395.989208843476,-2.160325300863998,-1.9368572693933936,-2.160325300863998,126.64506677483298,113.54466760980148
2103,Jalapa,San Luis Jilotepeque,Jalapa,San Luis Jilotepeque,20994.115373077628,8855.842639990307,5175.760886417301,4393,9113,48.2058597607813,42.18249963200086,58.444589598341885,49.60566914505166,609.0976144365395,133.3674210549345,268.74454656867204,-2.5519955711498303,-2.1976310611538947,-2.5519955711498303,126.59344796209562,109.01495932248889
2211,Jutiapa,Comapa,Jutiapa,Comapa,17326.07308574776,8554.606668910044,3017.6638552833,5075,9548,53.152492668621704,49.37418090396358,35.275308054201695,59.3247614579878,971.6863393752463,172.44817186352384,604.752113017416,-2.1277942374954457,-2.402394349114631,-2.1277942374954457,126.23088557109836,142.52147168924336
1410,Quiché,Cunén,Quiché,Cunén,22580.000000309232,7583.473209870933,2426.2555749220573,4948,9782,50.58270292373748,33.58491235503577,31.993988872591416,65.24714814788952,1144.9588699796086,240.8065744162574,681.0287710464396,-1.9265674122801195,-2.0126254627076827,-1.9265674122801195,125.7030293659371,131.31807173150287
0803,Totonicapán,San Francisco El Alto,Totonicapán,San Francisco El Alto,7262.987554819248,4425.471273830922,4392.893361688512,2554,18310,13.948661933369744,60.931830605911834,99.26385439817332,57.71136771585284,559.1981274305095,115.82724135237407,307.8445582849613,-2.170073000192336,-1.3173009536638525,-2.170073000192336,125.23788088434388,76.02323972933821
1209,San Marcos,Tajumulco,San Marcos,Tajumulco,25124.899229118186,9607.963223148774,1494.920296912961,6306,8916,70.72678331090175,38.2408030198734,15.559180048807864,65.63305722077237,1798.5691032325765,297.0494111595041,1232.078219535883,-1.9070594399950185,-0.9991994892761352,-1.9070594399950185,125.16614134860717,65.58051725462711
0207,El Progreso,Sanarate,El Progreso,Sanarate,27385.77873494493,4275.052309754498,2130.1682724278257,2535,14954,16.95198609067808,15.610482912064962,49.82788789665486,59.29752003772736,574.1882496351507,134.01539834303213,291.7203800590315,-2.107726970695569,-2.0521435581845573,-2.107726970695569,124.98298227887888,121.68702376174191
2201,Jutiapa,Jutiapa,Jutiapa,Jutiapa,62260.69566659338,27285.40224856465,9515.078360487381,15676,45272,34.62625905637039,43.82444165847141,34.872413731734234,57.451965916407325,846.1911803521257,154.2340843592022,513.0654793880857,-2.159870837552416,-2.1978290068905677,-2.159870837552416,124.08882574290355,126.26959719396825
1501,Baja Verapaz,Salamá,Baja Verapaz,Salamá,67486.92303155643,13230.847725101687,3007.754179128776,9973,23765,41.965074689669684,19.605054032341986,22.732890904809043,75.37687839214665,737.0828079383101,174.56128538592358,450.7713206246601,-1.640177469366514,-1.9430928294339291,-1.640177469366514,123.63145764997857,146.46427190889344
1108,Retalhuleu,Nuevo San Carlos,Retalhuleu,Nuevo San Carlos,8658.000000119433,7513.9751074804135,80.45758551883,3619,12034,30.073126142595978,86.78649927670087,1.070772585322139,48.163587824468095,1985.6321424329813,314.50555570929794,1181.0497241152773,-2.558245486325816,-1.292776345507138,-2.558245486325816,123.21428115720254,62.264747054227946
1403,Quiché,Chinique,Quiché,Chinique,6115.000000063773,2060.245040676494,1842.1056958617942,1102,3425,32.175182481751825,33.69166051766162,89.41197088172227,53.48878304486303,904.056358055046,187.3339124425657,473.8193559724389,-2.296631701505261,-1.660629264724238,-2.296631701505261,122.84403481576953,88.82503845878517
0303,Sacatepéquez,Pastores,Sacatepéquez,Pastores,3900.0000003266646,2022.083299583454,782.678413522407,864,6953,12.426290809722422,51.84828972856626,38.70653665373912,42.7282100681996,723.5100863668026,142.33409664696933,316.84529609481814,-2.857114351739861,-1.2520837210505462,-2.857114351739861,122.0793822100087,53.49929625602077
0607,Santa Rosa,San Juan Tecuaco,Santa Rosa,San Juan Tecuaco,3362.830907558107,2373.3975371282313,798.8063341956,1633,3115,52.42375601926164,70.57736777052686,33.65665977567928,68.80431846979587,1321.7291983875978,262.39251357275003,857.0470050003529,-1.7709430313392256,-1.7819200585902637,-1.7709430313392256,121.84852832012977,122.60379519896182
1314,Huehuetenango,San Rafael La Independencia,Huehuetenango,San Rafael La Independencia,5121.39572400541,2303.678220169778,2135.830535471968,1610,2744,58.673469387755105,44.9814531880791,92.71392665745479,69.88823290960077,1364.76101435838,306.50863227097386,833.6305610506137,-1.7328401140696486,-1.7126963816730216,-1.7328401140696486,121.10513348719877,119.69732362579464
2217,Jutiapa,Quesada,Jutiapa,Quesada,13933.77732859274,5939.115908054601,3535.295878948715,3090,7455,41.4486921529175,42.6238755507257,59.525625256010976,52.02794570500563,810.1318499611182,151.46639654813117,458.19186356228033,-2.3235515891275766,-1.9595291592526547,-2.3235515891275766,120.8896159219091,101.95027670497244
2004,Chiquimula,Jocotán,Chiquimula,Jocotán,25100.164652478015,13734.296954951616,6002.384157957723,6540,12441,52.568121533638774,54.717955619449285,43.70361422681842,47.618018027796744,764.8060180908973,170.4545949105898,336.128863164823,-2.5149052458863457,-2.2013698599009954,-2.5149052458863457,119.75480333681661,104.82486967461399
1011,Suchitepéquez,San Miguel Panán,Suchitepéquez,San Miguel Panán,2880.2868638747764,2381.6086992067303,184.23019503168,1059,2602,40.69946195234435,82.68651046801682,7.735535862505191,44.465742854933865,1745.6555993277143,340.7127948350453,833.6988562447452,-2.6766143124284176,-1.601140501026708,-2.6766143124284176,119.01764373827763,71.19590179327356
0511,Escuintla,Palín,Escuintla,Palín,11088.058754232436,4777.7563451026435,122.413418474622,1991,25510,7.804782438259506,43.08920480132666,2.562152810494402,41.672279961301086,1229.6740875837374,204.72369759478815,645.501282715391,-2.853469391826861,-1.2095934418376744,-2.853469391826861,118.91057535721251,50.40651654761333
2101,Jalapa,Jalapa,Jalapa,Jalapa,68496.15841341861,40509.92203240625,5497.314697838633,22021,53916,40.84316343942429,59.141889079242475,13.57029197301592,54.35952205087958,793.4383897951086,167.26644580337955,428.9001533796928,-2.179386515116892,-2.022164968380613,-2.179386515116892,118.4704093258863,109.92392118920215
0203,El Progreso,San Agustín Acasaguastlán,El Progreso,San Agustín Acasaguastlán,42574.656015727254,6750.147167088978,1735.086871068864,4574,13750,33.265454545454546,15.854848397589977,25.704430260846085,67.76148559102529,850.9877350833432,209.55483649472436,488.1936653593334,-1.7312607801974704,-1.9181445867937037,-1.7312607801974704,117.3128024116581,129.97632677952473
2106,Jalapa,Monjas,Jalapa,Monjas,14802.917037364192,8092.997569948897,2525.713179593308,4048,9494,42.63745523488519,54.67164039034523,31.20862397107153,50.018549554878476,717.8190514103777,144.22761123679678,382.1338749096285,-2.327468184643316,-2.074688951112704,-2.327468184643316,116.41658273098474,103.77293211218962
2105,Jalapa,San Carlos Alzatate,Jalapa,San Carlos Alzatate,8976.028973600023,7338.86030619789,782.08810085772,4164,5642,73.80361573909961,81.76065749991099,10.656805937527151,56.739055197485854,991.6977951193584,190.00990963035903,601.96179880853,-2.0511351069479047,-1.7761454642753562,-2.0511351069479047,116.37946805061821,100.77681553628358
1506,Baja Verapaz,El Chol,Baja Verapaz,El Chol,11912.82523174641,2333.0064327765144,1213.0398440555698,1352,3144,43.00254452926209,19.58398941805426,51.99470635886457,57.95097608843636,573.2604236953914,124.70022709498384,327.50759872556483,-1.9707488165409457,-1.8517537184454569,-1.9707488165409457,114.20681754367861,107.3109354593058
1412,Quiché,Joyabaj,Quiché,Joyabaj,47218.99999992269,20267.235642708238,12856.046987563155,8822,16785,52.55883229073578,42.921780729666914,63.43266153412744,43.5283832266192,763.871436675013,147.26967914685483,380.4708322875286,-2.603391319982193,-1.6526769230022191,-2.603391319982193,113.3214150650389,71.93835445423042
2009,Chiquimula,Quezaltepeque,Chiquimula,Quezaltepeque,24446.305432108435,9664.465111033229,1305.96863195626,3943,9032,43.655890168290526,39.533438448902224,13.513097899906834,40.79894701568697,886.1384305243088,180.2694197080044,390.3551281946055,-2.7502351931501186,-2.388302694588963,-2.7502351931501186,112.2066999260093,97.44023509395753
2003,Chiquimula,San Juan Ermita,Chiquimula,San Juan Ermita,8048.009868066582,4751.949753395974,2061.341900857444,2081,4369,47.63103685053788,59.045028911446416,43.37886568317161,43.79255059489668,797.6959741772505,185.25282409997573,331.2889650747935,-2.5176782668141686,-2.215832186277376,-2.5176782668141686,110.25555288113127,97.03694312735252
1319,Huehuetenango,Colotenango,Huehuetenango,Colotenango,6330.017123827559,3930.230984073029,327.546935228809,4104,6264,65.51724137931035,62.08878913263578,8.334037784450043,104.42134359611832,845.5555204647374,163.9158683527941,672.7598006373935,-1.0541732265691188,-1.2430028026874536,-1.0541732265691188,110.07818470140265,129.79602275036464
1332,Huehuetenango,Unión Cantinil,Huehuetenango,Unión Cantinil,4422.614616794965,4003.1161161892232,48.8824217124,3148,4284,73.48272642390289,90.51469465567523,1.2211092632240144,78.63873813874645,1375.9756716281888,281.7679836932132,982.477875230915,-1.396531256814867,-1.2815160945504132,-1.396531256814867,109.82145580723878,100.77680857993897
1215,San Marcos,Malacatán,San Marcos,Malacatán,21237.566653193127,17085.056080299277,2542.60496862236,8468,24975,33.905905905905904,80.44733353540995,14.882040519341517,49.56378229138167,2082.884575975125,330.54856958908454,1350.643900809809,-2.215228691128772,-0.9131149067560476,-2.215228691128772,109.79511257272884,45.257428445472016
0614,Santa Rosa,Nueva Santa Rosa,Santa Rosa,Nueva Santa Rosa,13196.12628521471,11396.195335239398,1183.234758661605,5349,12205,43.82630069643589,86.36015667725155,10.38271742326843,46.936717410062144,977.5418471262176,176.83722384095813,565.5499129832474,-2.32978060384788,-1.3492803365259836,-2.32978060384788,109.35225383025188,63.330789862473644
0512,Escuintla,San Vicente Pacaya,Escuintla,San Vicente Pacaya,14987.858122119134,5044.89874613689,152.015297637115,1899,5711,33.251619681316754,33.659904604325085,3.0132477436444107,37.64198441949209,1232.4522222820158,199.66916006312087,653.2834454726983,-2.900642125334861,-1.3461886231682938,-2.900642125334861,109.18592568837727,50.67321117899842
2203,Jutiapa,Santa Catarina Mita,Jutiapa,Santa Catarina Mita,20159.32485377589,8408.311556160255,4125.126208185199,4009,10127,39.587242026266416,41.70929144279035,49.060101788961084,47.67901347640777,720.3914680775822,138.85851879017798,406.6467496072989,-2.259456036286596,-2.355529670244594,-2.259456036286596,107.7286348034595,112.30933089167033
