codigo_municipio_4d,Departamento,Municipio,maga_department,maga_municipality,mapped_area_ha,agricultural_land_ha,maize_bean_ha,A,total,agricultural_share_pct,agricultural_land_share_of_mapped_pct,maize_bean_share_of_agricultural_land_pct,ag_workers_per_100_agricultural_ha,historical_mean_may_aug_mm,historical_sd_may_aug_mm,rain_2026_may_aug_mm,rainfall_z_score_vs_1981_2025,z_2015_common,z_2026_common,impact_composite,impact_composite_2015
0924,Quetzaltenango,Palestina De los Altos,Quetzaltenango,Palestina de Los Altos,3602.9935442015417,2154.30495961631,1565.724511199407,1988,3344,59.44976076555024,59.792084920144504,72.67887047329958,92.28034272149057,856.8915330168301,134.98177777276476,549.4657997348565,-2.2775350743972997,-1.2455216599661043,-2.2775350743972997,210.17171722559834,114.93716564871194
1308,Huehuetenango,Soloma,Huehuetenango,Soloma,12716.016711851595,2955.353997791176,1904.248084451534,3434,9972,34.436421981548335,23.24119309340577,64.43384061181044,116.19589404743266,1285.0854996900546,287.392388764776,774.9976527043624,-1.774882936803129,-1.7653996214426642,-1.774882936803129,206.2341096713725,205.13218736452953
0717,Sololá,San Juan La Laguna,Sololá,San Juan La Laguna,3699.2543182468607,1912.553608036304,412.821801178964,1517,5036,30.123113582208102,51.70105765917428,21.584848625645837,79.31803812587324,1721.7704541836902,334.7343296776085,853.0428054654196,-2.59527503365121,-1.551007466859648,-2.59527503365121,205.85212406627363,123.02286938988765
0704,Sololá,Santa Lucía Utatlán,Sololá,Santa Lucía Utatlán,5098.972168661564,1900.8018496779498,1572.7031455645097,1556,6708,23.19618366129994,37.278137373652186,82.73893177402844,81.86018970171094,947.1030120330583,198.13819272096447,451.91902636515664,-2.4991849318281774,-1.5361270748558828,-2.4991849318281774,204.58375261911212,125.74765375363688
1001,Suchitepéquez,Mazatenango,Suchitepéquez,Mazatenango,6526.8619882968915,4600.7613103708245,293.730888741044,3588,29172,12.29946524064171,70.4896368058694,6.384397470890945,77.98709296029106,1751.147077615376,331.47145972061446,886.4949964109018,-2.6085264834965245,-1.532207691280482,-2.6085264834965245,203.4313973578246,119.4924236543639
0914,Quetzaltenango,Cantel,Quetzaltenango,Cantel,4973.991087648295,1763.069494323493,1476.125523315373,1459,18508,7.883077588070024,35.44577107710647,83.72474982228518,82.75340278403674,776.9591226558856,156.33656089803773,400.49656124204097,-2.4080263711274323,-1.41005870810477,-2.4080263711274323,199.27237620449074,116.68715622093252
0102,Guatemala,Santa Catarina Pinula,Guatemala,Santa Catarina Pinula,6723.877645078345,706.401221551772,198.224623254254,531,36964,1.4365328427659345,10.505860737499205,28.06119485733734,75.16974543638769,979.7887848916724,188.28410955681804,483.9375643512376,-2.633526651333277,-1.365878363661181,-2.633526651333277,197.96152798066493,102.67272889348075
0713,Sololá,San Lucas Tolimán,Sololá,San Lucas Tolimán,7398.5086373587055,5153.3660655884905,296.41701337428,3836,10396,36.898807233551366,69.65411974470926,5.75191068520436,74.43678464091307,998.124988336358,195.54731318396853,480.1958409735826,-2.6486129567810224,-1.463399647171367,-2.6486129567810224,197.15423226104096,108.93076438008323
0316,Sacatepéquez,Santa Catarina Barahona,Sacatepéquez,Santa Catarina Barahona,1099.9999997847576,575.52876133831,400.3580417562,383,2104,18.20342205323194,52.32079649553877,69.56351596143077,66.54749957402444,813.601703348977,150.8322437110738,371.81721892210624,-2.928979066791114,-1.1032059723110184,-2.928979066791114,194.91623319960817,73.41559897242871
1004,Suchitepéquez,San Bernardino,Suchitepéquez,San Bernardino,1431.7945630918339,1289.02331635989,44.4000674255,907,4846,18.716467189434585,90.02851034553156,3.444473568630444,70.36335095638947,1723.8960394736398,319.5531279483426,843.3869861762824,-2.7554386932482045,-1.674023745467204,-2.7554386932482045,193.8818998118386,117.78992031163847
1605,Alta Verapaz,Tamahú,Alta Verapaz,Tamahú,6987.485036357792,3448.54207104135,894.30193664124,3313,6511,50.88312087236984,49.35312280595443,25.93275413836518,96.06958337033073,1231.3018015405569,250.7826709464337,730.6405039073428,-1.996395108736016,-2.066116705752356,-1.996395108736016,191.79284633883518,198.49097111610908
0111,Guatemala,San Raymundo,Guatemala,San Raimundo,12477.921202616337,4128.460065274733,1601.137313310589,3192,11551,27.633971084754567,33.08612066254344,38.78291876377977,77.3169644257558,755.7512996836648,166.0762972765092,359.34374324947936,-2.386900255695041,-1.530152252900561,-2.386900255695041,184.5478821574009,118.30672730350275
1602,Alta Verapaz,Santa Cruz Verapaz,Alta Verapaz,Santa Cruz Verapaz,7799.694586570433,3290.5251025298207,347.59514239104,3143,10126,31.038909737309897,42.18787115325604,10.563515899751136,95.51666989513618,1017.5683610328468,211.22252708299484,617.7046774094159,-1.8930920349528528,-2.0216409153146007,-1.8930920349528528,180.82184698370324,193.10040795460566
0313,Sacatepéquez,San Miguel Dueñas,Sacatepéquez,San Miguel Dueñas,4500.000000419547,2355.819610118512,295.25147027875903,1443,5305,27.200754005655043,52.351546886641614,12.53285561469225,61.252567633028924,995.3007053904802,178.0989055862011,470.9237521344822,-2.944301940149744,-1.1450521903344968,-2.944301940149744,180.3460537210805,70.13738673181167
