municipality_id,department,municipality,historical_mean_may_aug_mm,historical_sd_may_aug_mm,year,rain_may_aug_mm,historical_percentile,rainfall_z_score,data_status,percentile_group
305,Sacatepéquez,Santo Domingo Xenacoj,832.2260841706184,180.5512098131162,2015,601.9541325107539,8.88888888888889,-1.2753830445014072,FINAL historical CHIRPS,1-10
306,Sacatepéquez,Santiago Sacatepéquez,775.5974746731882,162.81505442021967,2015,566.2081961709275,8.88888888888889,-1.2860560053730332,FINAL historical CHIRPS,1-10
307,Sacatepéquez,San Bartolomé Milpas Altas,719.6066482916153,146.39322856487334,2015,534.246596165131,8.88888888888889,-1.266179139182951,FINAL historical CHIRPS,1-10
308,Sacatepéquez,San Lucas Sacatepéquez,725.9762011225885,148.85370529187512,2015,532.7040194142899,8.88888888888889,-1.2984035656306097,FINAL historical CHIRPS,1-10
309,Sacatepéquez,Santa Lucía Milpas Altas,669.6792800983123,132.8006168235905,2015,507.0772469090165,8.88888888888889,-1.224407213449113,FINAL historical CHIRPS,1-10
310,Sacatepéquez,Magdalena Milpas Altas,630.1849154482805,123.36504196439412,2015,494.76421833467623,8.88888888888889,-1.0977234308621215,FINAL historical CHIRPS,1-10
311,Sacatepéquez,Santa María De Jesús,726.5518227355706,135.44881171951408,2015,578.9877353646792,8.88888888888889,-1.0894454185132716,FINAL historical CHIRPS,1-10
312,Sacatepéquez,Ciudad Vieja,793.8592450768402,147.458611349329,2015,644.412867596229,13.333333333333334,-1.0134801630986012,FINAL historical CHIRPS,11-25
313,Sacatepéquez,San Miguel Dueñas,995.3007053904802,178.0989055862011,2015,791.3681634528239,11.11111111111111,-1.1450521903344968,FINAL historical CHIRPS,11-25
314,Sacatepéquez,Alotenango,1292.4140039749363,225.18995712839185,2015,1060.437617652961,8.88888888888889,-1.0301364646990636,FINAL historical CHIRPS,1-10
315,Sacatepéquez,San Antonio Aguas Calientes,746.1007177910299,145.22642163423063,2015,586.8753098976283,11.11111111111111,-1.0963942105137656,FINAL historical CHIRPS,11-25
316,Sacatepéquez,Santa Catarina Barahona,813.601703348977,150.8322437110738,2015,647.2026712698494,8.88888888888889,-1.1032059723110184,FINAL historical CHIRPS,1-10
401,Chimaltenango,Chimaltenango,749.512736867835,154.63552760171504,2015,549.1445209519978,6.666666666666667,-1.2957450271836166,FINAL historical CHIRPS,1-10
402,Chimaltenango,San José Poaquil,709.0320780503096,141.40927988794732,2015,509.9079730114167,2.2222222222222223,-1.4081402945880126,FINAL historical CHIRPS,1-10
403,Chimaltenango,San Martín Jilotepeque,739.4113865795837,151.6626684184607,2015,515.9878791497588,4.444444444444445,-1.473160862588577,FINAL historical CHIRPS,1-10
404,Chimaltenango,Comalapa,648.3139105815285,127.81696212756934,2015,477.77402209734396,6.666666666666667,-1.3342508352997393,FINAL historical CHIRPS,1-10
405,Chimaltenango,Santa Apolonia,661.7249161806004,134.54131993168744,2015,479.096773046493,2.2222222222222223,-1.357413047730138,FINAL historical CHIRPS,1-10
406,Chimaltenango,Tecpán Guatemala,704.4997923126705,140.01891200488507,2015,500.8414770228038,2.2222222222222223,-1.4545057690689762,FINAL historical CHIRPS,1-10
407,Chimaltenango,Patzún,916.9119148679318,173.08210726476085,2015,677.5959032101191,4.444444444444445,-1.382673318691082,FINAL historical CHIRPS,1-10
408,Chimaltenango,Pochuta,1769.1927153780148,328.2262983753185,2015,1294.8144324828706,2.2222222222222223,-1.44527810612148,FINAL historical CHIRPS,1-10
409,Chimaltenango,Patzicía,887.3120102312872,161.5301684122741,2015,694.0209928987405,6.666666666666667,-1.1966248734367027,FINAL historical CHIRPS,1-10
410,Chimaltenango,Santa Cruz Balanyá,639.4036458665408,122.5060484514632,2015,489.9611139171352,8.88888888888889,-1.21987880466665,FINAL historical CHIRPS,1-10
411,Chimaltenango,Acatenango,1690.587958278603,301.3902945300818,2015,1318.927151340957,4.444444444444445,-1.233154529800397,FINAL historical CHIRPS,1-10
412,Chimaltenango,Yepocapa,2115.314626365632,395.8743354680076,2015,1635.2090492914097,8.88888888888889,-1.2127726757195203,FINAL historical CHIRPS,1-10
413,Chimaltenango,San Andrés Itzapa,850.4597466304372,156.30765321516728,2015,670.3126087363288,11.11111111111111,-1.152516426346217,FINAL historical CHIRPS,11-25
414,Chimaltenango,Parramos,798.4335508041568,147.67331471128813,2015,631.1706547441181,6.666666666666667,-1.1326548495714988,FINAL historical CHIRPS,1-10
415,Chimaltenango,Zaragoza,721.3780456783431,141.0502285495799,2015,544.743005182267,8.88888888888889,-1.2522846812260782,FINAL historical CHIRPS,1-10
416,Chimaltenango,El Tejar,768.1955765744727,164.3513856963441,2015,551.3589894301539,6.666666666666667,-1.319347483598018,FINAL historical CHIRPS,1-10
501,Escuintla,Escuintla,1624.0461351283082,277.59480938491146,2015,1292.2218966394296,4.444444444444445,-1.195354622170809,FINAL historical CHIRPS,1-10
502,Escuintla,Santa Lucía Cotzumalguapa,1838.199956400591,347.2304426541072,2015,1299.1096520448816,2.2222222222222223,-1.5525433203237968,FINAL historical CHIRPS,1-10
503,Escuintla,La Democracia,1310.040899393983,256.6638791278997,2015,961.5171113027894,2.2222222222222223,-1.357899636191186,FINAL historical CHIRPS,1-10
504,Escuintla,Siquinalá,2273.242644334534,415.076240489882,2015,1734.90968535213,4.444444444444445,-1.2969495877361026,FINAL historical CHIRPS,1-10
505,Escuintla,Masagua,1213.328421226009,241.55757094219356,2015,894.8550252979348,4.444444444444445,-1.3184161220278499,FINAL historical CHIRPS,1-10
506,Escuintla,Tiquisate,1099.3330593701887,216.54027105385555,2015,679.8157645553117,2.2222222222222223,-1.937363857416338,FINAL historical CHIRPS,1-10
507,Escuintla,La Gomera,1192.8089121952646,235.2033963522672,2015,801.470453701641,2.2222222222222223,-1.6638299640346645,FINAL historical CHIRPS,1-10
508,Escuintla,Guanagazapa,1434.777751302957,270.2549364334725,2015,1084.260503510303,4.444444444444445,-1.2969874016674605,FINAL historical CHIRPS,1-10
509,Escuintla,San José,1039.3040527679698,228.0841406046076,2015,695.4064113865899,2.2222222222222223,-1.5077665657496957,FINAL historical CHIRPS,1-10
510,Escuintla,Iztapa,1171.443438924166,254.28708795826137,2015,777.2199974092945,2.2222222222222223,-1.5503085299383321,FINAL historical CHIRPS,1-10
511,Escuintla,Palín,1229.6740875837374,204.72369759478815,2015,982.0416455843224,6.666666666666667,-1.2095934418376746,FINAL historical CHIRPS,1-10
512,Escuintla,San Vicente Pacaya,1232.4522222820158,199.66916006312087,2015,963.6598706074734,4.444444444444445,-1.3461886231682938,FINAL historical CHIRPS,1-10
513,Escuintla,Nueva Concepción,1106.7321636729432,217.2521432221644,2015,693.570067093062,2.2222222222222223,-1.901763041100944,FINAL historical CHIRPS,1-10
514,Escuintla,Sipacate,962.9158757294643,200.26173540828188,2015,602.009625160934,2.2222222222222223,-1.8021727906868272,FINAL historical CHIRPS,1-10
601,Santa Rosa,Cuilapa,1113.9389927404193,201.6435181509653,2015,816.3004974202478,4.444444444444445,-1.4760627966098927,FINAL historical CHIRPS,1-10
602,Santa Rosa,Barberena,1073.9200180336643,187.26832031187345,2015,843.5849568576331,8.88888888888889,-1.2299734455482654,FINAL historical CHIRPS,1-10
603,Santa Rosa,Santa Rosa De Lima,1098.9141519919351,194.4955596021213,2015,864.9705629784619,6.666666666666667,-1.2028222623285107,FINAL historical CHIRPS,1-10
604,Santa Rosa,Casillas,879.8319224739535,162.46157554480118,2015,631.5147560323459,2.2222222222222223,-1.5284670581883557,FINAL historical CHIRPS,1-10
605,Santa Rosa,San Rafael Las Flores,874.5888859801289,169.53719373055472,2015,629.0788082382984,2.2222222222222223,-1.4481192730606325,FINAL historical CHIRPS,1-10
606,Santa Rosa,Oratorio,1097.179722228,206.10588344535773,2015,681.8341421904771,2.2222222222222223,-2.0152048699164777,FINAL historical CHIRPS,1-10
607,Santa Rosa,San Juan Tecuaco,1321.7291983875978,262.39251357275003,2015,854.1667152283965,2.2222222222222223,-1.7819200585902637,FINAL historical CHIRPS,1-10
608,Santa Rosa,Chiquimulilla,1136.347722109886,236.27206974165836,2015,733.8870608036128,2.2222222222222223,-1.7033780664228604,FINAL historical CHIRPS,1-10
609,Santa Rosa,Taxisco,1218.8835967082114,249.6019689567457,2015,834.5367661656044,2.2222222222222223,-1.5398389369645222,FINAL historical CHIRPS,1-10
610,Santa Rosa,Santa María Ixhuatán,1257.5784654709946,239.9426739466533,2015,846.39629119311,2.2222222222222223,-1.7136683838461484,FINAL historical CHIRPS,1-10
611,Santa Rosa,Guazacapán,1183.321136964315,245.8841681088363,2015,788.8066134993821,2.2222222222222223,-1.6044730594053862,FINAL historical CHIRPS,1-10
612,Santa Rosa,Santa Cruz Naranjo,977.6221615972704,174.95455960334098,2015,764.8736300153475,6.666666666666667,-1.2160216462164164,FINAL historical CHIRPS,1-10
613,Santa Rosa,Pueblo Nuevo Viñas,1220.0645940798386,219.6366533207205,2015,931.3435192581919,4.444444444444445,-1.3145395837007534,FINAL historical CHIRPS,1-10
614,Santa Rosa,Nueva Santa Rosa,977.5418471262176,176.83722384095813,2015,738.9388582317688,2.2222222222222223,-1.3492803365259842,FINAL historical CHIRPS,1-10
701,Sololá,Sololá,796.1153602579475,172.49984365865305,2015,535.6100138376323,2.2222222222222223,-1.510177289991112,FINAL historical CHIRPS,1-10
702,Sololá,San José Chacayá,876.8463517075679,190.8287806304109,2015,606.8363634271925,2.2222222222222223,-1.4149332579099758,FINAL historical CHIRPS,1-10
703,Sololá,Santa María Visitación,1620.236644944432,313.89632724194166,2015,1138.1816286570993,2.2222222222222223,-1.5357141019231473,FINAL historical CHIRPS,1-10
704,Sololá,Santa Lucía Utatlán,947.1030120330583,198.13819272096447,2015,642.7375696313721,2.2222222222222223,-1.5361270748558822,FINAL historical CHIRPS,1-10
705,Sololá,Nahualá,1268.7054003297897,237.9665454153107,2015,883.029777704903,2.2222222222222223,-1.6207136257400674,FINAL historical CHIRPS,1-10
706,Sololá,Santa Catarina Ixtahuacán,1543.316357577862,292.45920878019774,2015,1074.3649927839808,2.2222222222222223,-1.6034761454419744,FINAL historical CHIRPS,1-10
707,Sololá,Santa Clara La Laguna,1465.2036463075349,287.3942095803723,2015,1026.2423378614426,2.2222222222222223,-1.5273839688246498,FINAL historical CHIRPS,1-10
708,Sololá,Concepción,788.8802352552333,169.24181993202586,2015,543.454168171477,4.444444444444445,-1.4501502476298647,FINAL historical CHIRPS,1-10
709,Sololá,San Andrés Semetabaj,747.6849343704423,150.72352112651757,2015,516.3149660278102,2.2222222222222223,-1.5350621231069819,FINAL historical CHIRPS,1-10
710,Sololá,Panajachel,801.8707087544167,165.17576083893948,2015,552.3144729676487,2.2222222222222223,-1.5108526488345144,FINAL historical CHIRPS,1-10
711,Sololá,Santa Catarina Palopó,755.7059488544892,152.48686043079613,2015,520.044878842953,2.2222222222222223,-1.5454516497077948,FINAL historical CHIRPS,1-10
712,Sololá,San Antonio Palopó,747.2474848891236,151.7801546256108,2015,527.01170817023,2.2222222222222223,-1.4510182656101462,FINAL historical CHIRPS,1-10
713,Sololá,San Lucas Tolimán,998.124988336358,195.54731318396853,2015,711.9611192176296,2.2222222222222223,-1.463399647171367,FINAL historical CHIRPS,1-10
714,Sololá,Santa Cruz La Laguna,882.1788192461042,183.01869125632157,2015,601.3483618337327,2.2222222222222223,-1.5344359392181561,FINAL historical CHIRPS,1-10
715,Sololá,San Pablo La Laguna,1315.3595202734073,265.1779670282575,2015,900.8233103752136,2.2222222222222223,-1.5632377551714938,FINAL historical CHIRPS,1-10
716,Sololá,San Marcos La Laguna,1244.0411190560706,251.48669019868396,2015,851.2201998883712,2.2222222222222223,-1.5619948668351236,FINAL historical CHIRPS,1-10
717,Sololá,San Juan La Laguna,1721.7704541836902,334.7343296776085,2015,1202.5950094394602,2.2222222222222223,-1.551007466859648,FINAL historical CHIRPS,1-10
718,Sololá,San Pedro La Laguna,1464.0635446251774,288.5893155384523,2015,1034.9595115063325,2.2222222222222223,-1.48690200923835,FINAL historical CHIRPS,1-10
719,Sololá,Santiago Atitlán,1207.08484214742,236.3577700964272,2015,853.2058499693368,2.2222222222222223,-1.4972175106987626,FINAL historical CHIRPS,1-10
801,Totonicapán,Totonicapán,721.9187731075076,154.79012670116526,2015,486.7125943423869,2.2222222222222223,-1.5195166757580414,FINAL historical CHIRPS,1-10
802,Totonicapán,San Cristóbal Totonicapán,554.1177187684923,115.37663651756306,2015,396.68496507587105,4.444444444444445,-1.3645115548905453,FINAL historical CHIRPS,1-10
803,Totonicapán,San Francisco El Alto,559.1981274305095,115.82724135237407,2015,406.61879193677396,4.444444444444445,-1.3173009536638525,FINAL historical CHIRPS,1-10
804,Totonicapán,San Andrés Xecul,549.2034851718106,110.96966396468513,2015,397.78623957607476,4.444444444444445,-1.3644922421673973,FINAL historical CHIRPS,1-10
805,Totonicapán,Momostenango,558.6655103630383,119.92458481448308,2015,394.1418625289378,4.444444444444445,-1.3718925780615356,FINAL historical CHIRPS,1-10
806,Totonicapán,Santa María Chiquimula,640.7468482743094,140.72309445307488,2015,426.65642433602585,2.2222222222222223,-1.5213595520362404,FINAL historical CHIRPS,1-10
807,Totonicapán,Santa Lucía La Reforma,587.8163376011979,136.76948524516544,2015,366.03674637866845,2.2222222222222223,-1.6215575486372533,FINAL historical CHIRPS,1-10
808,Totonicapán,San Bartolo Aguas Calientes,512.8707543919937,111.10992944588682,2015,372.9991002769577,8.88888888888889,-1.2588582749767372,FINAL historical CHIRPS,1-10
901,Quetzaltenango,Quetzaltenango,1145.3146144931693,188.44248271678435,2015,851.9803794970205,2.2222222222222223,-1.5566247629894012,FINAL historical CHIRPS,1-10
902,Quetzaltenango,Salcajá,530.2520694853453,110.998076888416,2015,385.7589373327074,6.666666666666667,-1.3017624827671002,FINAL historical CHIRPS,1-10
903,Quetzaltenango,Olintepeque,736.2352090254996,133.1539170239603,2015,549.0379269166309,6.666666666666667,-1.4058713877353195,FINAL historical CHIRPS,1-10
904,Quetzaltenango,San Carlos Sija,545.3221676103338,108.79745441103373,2015,420.9216120960462,11.11111111111111,-1.143414211184628,FINAL historical CHIRPS,11-25
905,Quetzaltenango,Sibilia,643.9782227050529,118.29922017181416,2015,519.2944885868937,15.555555555555555,-1.053969197236231,FINAL historical CHIRPS,11-25
906,Quetzaltenango,Cabricán,544.6003700254953,109.12562566683222,2015,437.9617187651031,20.0,-0.9772099871937235,FINAL historical CHIRPS,11-25
907,Quetzaltenango,Cajolá,708.648964604125,122.25432925685584,2015,556.529635161129,8.88888888888889,-1.2442858291209786,FINAL historical CHIRPS,1-10
908,Quetzaltenango,San Miguel Sigüilá,986.492573424658,161.14704633742463,2015,778.0007978403833,8.88888888888889,-1.2937983060993579,FINAL historical CHIRPS,1-10
909,Quetzaltenango,San Juan Ostuncalco,1458.561688766761,211.6562400828516,2015,1186.432975436117,11.11111111111111,-1.2857107979623985,FINAL historical CHIRPS,11-25
910,Quetzaltenango,San Mateo,1504.6769481178603,240.70331787142277,2015,1149.5189101745402,2.2222222222222223,-1.475501214873307,FINAL historical CHIRPS,1-10
911,Quetzaltenango,Concepción Chiquirichapa,1525.6055127944646,237.32764234552107,2015,1202.4063136249083,8.88888888888889,-1.3618270336121083,FINAL historical CHIRPS,1-10
912,Quetzaltenango,San Martín Sacatepéquez,1762.2051743455766,261.3859745369572,2015,1390.8396248457243,6.666666666666667,-1.4207554562088607,FINAL historical CHIRPS,1-10
913,Quetzaltenango,Almolonga,776.4790522113119,150.50365733191862,2015,565.3662107945883,2.2222222222222223,-1.4027090448117046,FINAL historical CHIRPS,1-10
914,Quetzaltenango,Cantel,776.9591226558856,156.33656089803773,2015,556.5153935664558,2.2222222222222223,-1.41005870810477,FINAL historical CHIRPS,1-10
915,Quetzaltenango,Huitán,557.6377836239028,111.25669226851754,2015,452.45445737519,17.77777777777778,-0.945411229689027,FINAL historical CHIRPS,11-25
916,Quetzaltenango,Zunil,1488.092460957035,260.0360140540043,2015,1072.8510793999985,2.2222222222222223,-1.5968610466041027,FINAL historical CHIRPS,1-10
917,Quetzaltenango,Colomba,1963.914559392073,316.5981828058234,2015,1634.83503991204,15.555555555555555,-1.0394232732594826,FINAL historical CHIRPS,11-25
918,Quetzaltenango,San Francisco La Unión,618.0943281105618,117.30717318727554,2015,456.6925921986256,6.666666666666667,-1.375889739106284,FINAL historical CHIRPS,1-10
919,Quetzaltenango,El Palmar,2052.436727488432,329.6186510198038,2015,1554.5056123176646,4.444444444444445,-1.5106278532183282,FINAL historical CHIRPS,1-10
920,Quetzaltenango,Coatepeque,1470.066877821681,288.8060767489688,2015,1306.7511755392702,33.33333333333333,-0.565485685484261,FINAL historical CHIRPS,26-50
921,Quetzaltenango,Génova,1611.7093857309733,310.6797081318067,2015,1382.085433975827,22.22222222222222,-0.7391018651843448,FINAL historical CHIRPS,11-25
922,Quetzaltenango,Flores Costa Cuca,1731.2845424469606,332.9876726916117,2015,1529.3580572909714,31.11111111111111,-0.6064082899038681,FINAL historical CHIRPS,26-50
923,Quetzaltenango,La Esperanza,1437.055826931695,235.60654688793105,2015,1111.8955570459366,6.666666666666667,-1.3800986185686286,FINAL historical CHIRPS,1-10
924,Quetzaltenango,Palestina De los Altos,856.8915330168301,134.98177777276476,2015,688.7688051001203,6.666666666666667,-1.2455216599661043,FINAL historical CHIRPS,1-10
1001,Suchitepéquez,Mazatenango,1751.147077615376,331.47145972061446,2015,1243.263957591482,4.444444444444445,-1.532207691280482,FINAL historical CHIRPS,1-10
1002,Suchitepéquez,Cuyotenango,1738.263770336757,328.7747823727994,2015,1258.9130197082661,6.666666666666667,-1.4579912339047727,FINAL historical CHIRPS,1-10
1003,Suchitepéquez,San Francisco Zapotitlán,1861.2299438138969,325.16874872535385,2015,1341.5241816749144,2.2222222222222223,-1.598264790746972,FINAL historical CHIRPS,1-10
1004,Suchitepéquez,San Bernardino,1723.8960394736398,319.5531279483426,2015,1188.9565153497947,2.2222222222222223,-1.674023745467204,FINAL historical CHIRPS,1-10
1005,Suchitepéquez,San José El Ídolo,1619.3346127686227,327.15710558669144,2015,1082.668029696562,2.2222222222222223,-1.6403940917305024,FINAL historical CHIRPS,1-10
1006,Suchitepéquez,Santo Domingo Suchitepéquez,1352.597906341348,273.22131149226936,2015,883.9583954361473,2.2222222222222223,-1.7152377621848167,FINAL historical CHIRPS,1-10
1007,Suchitepéquez,San Lorenzo,1104.0018040192017,232.6083146418275,2015,699.9191435686027,2.2222222222222223,-1.7371806380731027,FINAL historical CHIRPS,1-10
1008,Suchitepéquez,Samayac,1746.6888791660697,313.8681426147742,2015,1211.9129450006976,2.2222222222222223,-1.7038235537708868,FINAL historical CHIRPS,1-10
1009,Suchitepéquez,San Pablo Jocopilas,1812.852720916473,337.1960968303216,2015,1262.8157386410408,2.2222222222222223,-1.6312080342739343,FINAL historical CHIRPS,1-10
1010,Suchitepéquez,San Antonio Suchitepéquez,1711.2380979792338,332.41965185148695,2015,1176.557237483835,2.2222222222222223,-1.6084514183122807,FINAL historical CHIRPS,1-10
1011,Suchitepéquez,San Miguel Panán,1745.6555993277143,340.7127948350453,2015,1200.1265442993201,2.2222222222222223,-1.6011405010267072,FINAL historical CHIRPS,1-10
1012,Suchitepéquez,San Gabriel,1767.1736324052554,331.2003191366025,2015,1268.542101403511,4.444444444444445,-1.5055285342164342,FINAL historical CHIRPS,1-10
1013,Suchitepéquez,Chicacao,2060.3438909403435,398.84357474031793,2015,1419.138669224522,2.2222222222222223,-1.6076609034840346,FINAL historical CHIRPS,1-10
1014,Suchitepéquez,Patulul,1608.9321072333648,305.24718117958776,2015,1100.4855160891943,2.2222222222222223,-1.6656880799991183,FINAL historical CHIRPS,1-10
1015,Suchitepéquez,Santa Bárbara,1633.9436003797866,328.517677969249,2015,1138.994420603718,2.2222222222222223,-1.5066135339675646,FINAL historical CHIRPS,1-10
1016,Suchitepéquez,San Juan Bautista,1564.6664893757536,313.9148725966849,2015,1100.2639284972013,2.2222222222222223,-1.4793901194838024,FINAL historical CHIRPS,1-10
1017,Suchitepéquez,Santo Tomás La Unión,2121.958095368401,396.6460686889938,2015,1472.111895468767,2.2222222222222223,-1.6383528066911754,FINAL historical CHIRPS,1-10
1018,Suchitepéquez,Zunilito,1993.384852056032,349.9310223871798,2015,1416.6009612096968,2.2222222222222223,-1.6482788148121232,FINAL historical CHIRPS,1-10
1019,Suchitepéquez,Pueblo Nuevo,1985.7581929688863,347.40839170400017,2015,1427.7672651892158,2.2222222222222223,-1.6061527041496784,FINAL historical CHIRPS,1-10
1020,Suchitepéquez,Río Bravo,1769.7559169716574,356.22842430425106,2015,1178.9718593127823,2.2222222222222223,-1.6584416552742363,FINAL historical CHIRPS,1-10
1021,Suchitepéquez,San José La Máquina,1244.585003925121,256.5799450245832,2015,815.0965259294777,2.2222222222222223,-1.6738973030588717,FINAL historical CHIRPS,1-10
1101,Retalhuleu,Retalhuleu,1147.3564532371104,231.7696433934576,2015,889.2043947941675,6.666666666666667,-1.1138303302503594,FINAL historical CHIRPS,1-10
1102,Retalhuleu,San Sebastián,1771.16158802208,291.58789772176715,2015,1377.4173712042793,6.666666666666667,-1.3503448527672124,FINAL historical CHIRPS,1-10
1103,Retalhuleu,Santa Cruz Muluá,1554.0333846647304,285.80517530420144,2015,1164.1413628802627,6.666666666666667,-1.3641881095031947,FINAL historical CHIRPS,1-10
1104,Retalhuleu,San Martín Zapotitlán,2174.83527236958,364.0777721460596,2015,1630.0807543220128,2.2222222222222223,-1.4962586560462254,FINAL historical CHIRPS,1-10
1105,Retalhuleu,San Felipe,2119.9933910459954,350.6397481871449,2015,1602.828903004761,2.2222222222222223,-1.474916893235992,FINAL historical CHIRPS,1-10
1106,Retalhuleu,San Andrés Villa Seca,1224.0561879484032,247.24728014941272,2015,834.3121698593866,2.2222222222222223,-1.576332883635737,FINAL historical CHIRPS,1-10
1107,Retalhuleu,Champerico,801.5435589001503,174.86334297399617,2015,582.9200256779184,6.666666666666667,-1.250253652389245,FINAL historical CHIRPS,1-10
1108,Retalhuleu,Nuevo San Carlos,1985.6321424329813,314.50555570929794,2015,1579.0467994814235,8.88888888888889,-1.292776345507138,FINAL historical CHIRPS,1-10
1109,Retalhuleu,El Asintal,1807.4721276052312,311.74488134747486,2015,1477.2010651157457,13.333333333333334,-1.0594273787653987,FINAL historical CHIRPS,11-25
1201,San Marcos,San Marcos,979.7020398915536,169.1414295732993,2015,816.0591015249149,17.77777777777778,-0.9674917539686644,FINAL historical CHIRPS,11-25
1202,San Marcos,San Pedro Sacatepéquez,955.4579343304346,156.03531522301358,2015,783.5366803696138,17.77777777777778,-1.1018098929405962,FINAL historical CHIRPS,11-25
1203,San Marcos,San Antonio Sacatepéquez,903.2722328967008,144.46166888061038,2015,732.9824547800262,15.555555555555555,-1.178788667168242,FINAL historical CHIRPS,11-25
1204,San Marcos,Comitancillo,647.69303218483,118.35530710005204,2015,533.3598138251958,15.555555555555555,-0.9660168281510372,FINAL historical CHIRPS,11-25
