municipality_id,department,municipality,corredor_seco_160,historical_mean_may_aug_mm,historical_median_may_aug_mm,historical_sd_may_aug_mm,historical_min_may_aug_mm,historical_max_may_aug_mm,historical_p10_may_aug_mm,historical_p20_may_aug_mm,historical_p80_may_aug_mm,historical_p90_may_aug_mm,rain_2026_may_aug_mm,rainfall_anomaly_pct_vs_historical_median,rainfall_historical_percentile,rainfall_z_score_vs_1981_2025,chirps_2026_status
717,Sololá,San Juan La Laguna,0,1721.7704541836902,1715.548639635029,334.7343296776085,1202.5950094394602,3027.176553213786,1375.6100729210411,1432.7741267627082,1943.6368134808322,2081.8486191858333,853.0428054654196,-50.27580181889226,0.0,-2.59527503365121,FINAL
718,Sololá,San Pedro La Laguna,0,1464.0635446251774,1451.8389551521482,288.5893155384523,1034.9595115063325,2610.4305814641257,1171.5690659808906,1201.7838990764874,1653.5289155301193,1776.4285291032716,747.0318694880498,-48.54581723151497,0.0,-2.4846092233154375,FINAL
719,Sololá,Santiago Atitlán,0,1207.08484214742,1200.3942866000277,236.35777009642717,853.2058499693368,2186.897769818957,976.3104297609184,1008.5921797619642,1344.6146344401636,1441.7262721951456,625.5078940874005,-47.89146357409979,0.0,-2.4605789258493718,FINAL
801,Totonicapán,Totonicapán,1,721.9187731075076,694.9582894616332,154.79012670116526,486.7125943423869,1269.8364197398064,554.3898690283416,584.2387597818076,843.7671885790219,897.4307586072227,354.6776783122936,-48.96417760739949,0.0,-2.372509814558149,FINAL
802,Totonicapán,San Cristóbal Totonicapán,1,554.1177187684923,538.102572222698,115.37663651756306,376.33247289383377,965.5662205413373,426.8703229059681,441.9484951665537,646.5474842674782,685.2131576904387,287.98474959256373,-46.481439699682575,0.0,-2.306645237794021,FINAL
803,Totonicapán,San Francisco El Alto,1,559.1981274305095,548.690847813397,115.82724135237407,372.58176566638394,965.1501424844657,427.55445591435364,448.7620354491539,645.0995808178984,701.2450372316007,307.84455828496135,-43.89471602966203,0.0,-2.170073000192336,FINAL
804,Totonicapán,San Andrés Xecul,1,549.2034851718106,536.5360010235424,110.96966396468513,375.7328236719154,952.6994162504352,426.5459414220054,444.56950426439556,634.4865286062281,674.498993924255,285.28256516057064,-46.828812117669464,0.0,-2.378315934120787,FINAL
805,Totonicapán,Momostenango,1,558.6655103630383,544.2186537897337,119.92458481448307,365.2761009616449,952.7162895825178,422.470369668069,453.2577705517712,651.7816741469817,704.4973364941518,325.59833835826555,-40.17141160250179,0.0,-1.9434478123506969,FINAL
806,Totonicapán,Santa María Chiquimula,1,640.7468482743094,616.2908561903575,140.72309445307488,426.65642433602585,1097.341069809967,472.3657312587594,532.6470144691608,761.3400939178058,792.2601029372572,328.3313035703484,-46.7246186970954,0.0,-2.2200730158626394,FINAL
807,Totonicapán,Santa Lucía La Reforma,1,587.8163376011979,574.2064779855504,136.76948524516544,366.03674637866845,1003.9850073811723,427.90385683430907,463.2286603351774,688.1003071469414,766.261297151556,314.7880288786272,-45.178600216602106,0.0,-1.9962662594887686,FINAL
808,Totonicapán,San Bartolo Aguas Calientes,1,512.8707543919937,495.4605344229391,111.10992944588682,331.27014056778734,874.5654685195058,390.4325520550171,422.52074149914284,589.4731716287251,634.8494459886434,322.91190677274034,-34.82590754703913,0.0,-1.7096478106555533,FINAL
901,Quetzaltenango,Quetzaltenango,1,1145.3146144931693,1140.3297714795287,188.44248271678433,851.9803794970205,1877.7113284614904,922.4779571651524,988.0992056695654,1286.2072572220095,1334.3300149335575,634.9287363098599,-44.32060337370064,0.0,-2.7084438223539173,FINAL
902,Quetzaltenango,Salcajá,1,530.2520694853453,522.1179762004917,110.99807688841601,362.725275199641,944.2034109071096,413.19627651815256,431.85955623313606,622.2801953181418,642.5649043038828,273.1277627483752,-47.68849662370273,0.0,-2.31647532952712,FINAL
903,Quetzaltenango,Olintepeque,1,736.2352090254996,729.6954009459037,133.1539170239603,512.982000491766,1236.0452943610521,584.3459173785697,626.2242000110542,855.7395980374944,879.7803397015393,397.07074085414,-45.58404228128374,0.0,-2.54716102801789,FINAL
904,Quetzaltenango,San Carlos Sija,1,545.3221676103338,536.5019200319409,108.79745441103371,355.4527759196294,914.6742384527254,426.26741739902224,447.3637526834098,623.6761169287137,685.5918161540885,361.7138590227779,-32.57920512171828,2.2222222222222223,-1.687615850770634,FINAL
905,Quetzaltenango,Sibilia,0,643.9782227050529,640.649559070452,118.29922017181417,449.9944388438211,1037.6817846199383,500.6247352943722,537.5719204846121,735.5145482939735,791.3037618692714,414.2546032895919,-35.33834567986701,0.0,-1.9418861686646574,FINAL
906,Quetzaltenango,Cabricán,0,544.6003700254953,529.2194643073838,109.12562566683222,368.17896918323555,924.5485379700744,428.8115572672129,439.6038961353413,636.1861878902505,678.150026148989,409.94567495682935,-22.537679997589287,4.444444444444445,-1.2339420209124452,FINAL
907,Quetzaltenango,Cajolá,1,708.648964604125,718.8823765562258,122.25432925685584,501.04731682598646,1128.2771898616172,559.5778640600394,603.9605371808968,805.0283555725061,851.3854938566885,417.4783517626513,-41.92675111016592,0.0,-2.3816793614705083,FINAL
908,Quetzaltenango,San Miguel Sigüilá,1,986.492573424658,987.9513087244998,161.14704633742463,727.7396100610719,1558.5321239806983,785.3682157958951,840.4230382337258,1123.288514678448,1164.1859722987833,579.7399730234918,-41.31897312105711,0.0,-2.5241083199841583,FINAL
909,Quetzaltenango,San Juan Ostuncalco,1,1458.5616887667613,1455.2577337371579,211.65624008285158,1124.8659139802226,2225.28197425084,1199.294630261571,1283.300898343116,1635.3802551790614,1677.072825372865,918.2159020940564,-36.90355455208318,0.0,-2.5529404966335494,FINAL
910,Quetzaltenango,San Mateo,0,1504.6769481178605,1515.2903764606278,240.70331787142274,1149.5189101745402,2412.0912953004886,1210.063139619787,1306.6042098644962,1693.865674047479,1747.526166828165,874.0767825031561,-42.31621898472029,0.0,-2.6198233210543203,FINAL
911,Quetzaltenango,Concepción Chiquirichapa,0,1525.6055127944646,1500.2137871461425,237.32764234552107,1158.1818584928608,2380.1163391137093,1236.8435635924664,1320.8054376019131,1698.8265754719891,1787.310618649498,911.4473851410232,-39.24550001137704,0.0,-2.5878069726041417,FINAL
912,Quetzaltenango,San Martín Sacatepéquez,0,1762.2051743455766,1735.6607611973668,261.3859745369572,1335.784508079432,2725.901588525585,1488.5930637240047,1533.4537487606792,1962.155143282374,2060.5033092143194,1065.438487778987,-38.614819692992235,0.0,-2.665662102952942,FINAL
913,Quetzaltenango,Almolonga,1,776.4790522113119,757.0609571522998,150.50365733191862,565.3662107945883,1345.4861996088316,595.265217793802,646.9358462124932,904.9614338682063,927.4055087904572,407.858850495564,-46.12602239722764,0.0,-2.449244146292061,FINAL
914,Quetzaltenango,Cantel,1,776.9591226558856,769.711728790942,156.33656089803773,556.5153935664558,1367.3124811331656,599.289017989609,648.310353629226,899.6276437338794,936.539316845408,400.49656124204097,-47.96797992527173,0.0,-2.4080263711274323,FINAL
915,Quetzaltenango,Huitán,0,557.6377836239028,535.7630949339635,111.25669226851754,383.1066227917977,938.0327258726558,433.1534818592324,462.0430060677939,634.958689147013,698.0741776943546,385.6514743938964,-28.018283073149973,4.444444444444445,-1.5458513615964617,FINAL
916,Quetzaltenango,Zunil,0,1488.092460957035,1433.6391453463,260.0360140540043,1072.8510793999985,2457.325119739851,1181.0954101748425,1259.3249216638878,1694.7366309147797,1760.9390344181609,798.5623496136836,-44.29823207563236,0.0,-2.6516715919209166,FINAL
917,Quetzaltenango,Colomba,0,1963.914559392073,1914.8147077029278,316.5981828058234,1390.462656587683,3140.566100338815,1603.5283504861404,1682.8106219320266,2184.4721765939207,2300.650320963008,1241.8327260677709,-35.14606290247725,0.0,-2.2807516673813972,FINAL
918,Quetzaltenango,San Francisco La Unión,1,618.0943281105618,600.1747751467616,117.30717318727554,419.45204138135614,1027.8410888739284,492.71754637355673,510.30971924267027,711.08168674841,754.3135217658873,331.6490290886666,-44.74125824305628,0.0,-2.4418395843926644,FINAL
919,Quetzaltenango,El Palmar,0,2052.436727488432,2004.0110409348204,329.6186510198038,1521.5130880517547,3304.2964527019135,1686.6783911202788,1774.6470941911375,2279.5000170750327,2428.675811069395,1204.5549475825921,-39.89279884302944,0.0,-2.5723112975633726,FINAL
920,Quetzaltenango,Coatepeque,1,1470.066877821681,1467.032428091822,288.8060767489688,949.4138758134349,2598.8909264603467,1167.3937140024682,1228.4445873211198,1658.001147754805,1713.9290294953407,911.2051071699337,-37.88786875317107,0.0,-1.9350762177262346,FINAL
921,Quetzaltenango,Génova,0,1611.7093857309733,1599.5209123080706,310.6797081318067,1024.756125445112,2860.888372831191,1265.6077333643036,1381.4607214268078,1809.7772920160226,1849.7056686231304,1034.6696776973708,-35.313776160364974,2.2222222222222223,-1.8573459834357504,FINAL
922,Quetzaltenango,Flores Costa Cuca,0,1731.2845424469606,1746.308052218946,332.98767269161175,1044.5498595958707,2965.7962815647584,1343.014155142187,1506.6321068394209,1935.6930004917167,1991.69328959969,1106.5470973318995,-36.635057261182205,2.2222222222222223,-1.8761578771525458,FINAL
923,Quetzaltenango,La Esperanza,1,1437.055826931695,1419.0538911819458,235.60654688793105,1051.7385559082031,2311.6964111328125,1134.3626292541624,1253.6697815895081,1607.5315253138542,1692.32522149086,819.9844665527344,-42.21611514205706,0.0,-2.6190756094416923,FINAL
924,Quetzaltenango,Palestina De los Altos,0,856.8915330168301,860.8966021776089,134.98177777276476,648.8357475282975,1315.685137530624,691.9725757642875,730.6680733632484,968.7801129913767,1011.7413299441874,549.4657997348565,-36.17516919627731,0.0,-2.2775350743972993,FINAL
1001,Suchitepéquez,Mazatenango,0,1751.147077615376,1749.5830975182714,331.47145972061446,1213.9556253216517,3114.0831618647567,1366.4228689598383,1495.271079059271,1970.0712214229732,2042.1641803646564,886.4949964109018,-49.33107220409439,0.0,-2.6085264834965245,FINAL
1002,Suchitepéquez,Cuyotenango,0,1738.263770336757,1735.916768105489,328.7747823727994,1227.685366277366,3098.099509291145,1324.7744635401439,1493.0544002050272,1937.617079500854,2055.461216504206,923.4078482323496,-46.80575329425958,0.0,-2.4784623571902733,FINAL
1003,Suchitepéquez,San Francisco Zapotitlán,0,1861.2299438138969,1812.9354303231366,325.16874872535385,1341.5241816749144,3196.166029887811,1486.5945895009154,1641.3753542011425,2079.2843470536973,2153.082511607274,947.4750767221639,-47.738068280055266,0.0,-2.8100943607699356,FINAL
1004,Suchitepéquez,San Bernardino,0,1723.8960394736398,1720.797067334112,319.5531279483426,1188.9565153497947,3020.2230098026894,1406.5864325454622,1461.7265662481918,1913.4178590848262,2004.6618282927,843.3869861762824,-50.98858533720819,0.0,-2.7554386932482045,FINAL
1005,Suchitepéquez,San José El Ídolo,0,1619.3346127686227,1622.152108899734,327.15710558669144,1082.668029696562,2864.7907371132187,1254.818626520485,1356.1557658744111,1811.2481513992686,1910.4509127635952,792.1889645195691,-51.16432298960598,0.0,-2.528282693923862,FINAL
1006,Suchitepéquez,Santo Domingo Suchitepéquez,1,1352.5979063413479,1382.1010709062248,273.22131149226936,883.9583954361473,2401.7305399220227,1057.2857753343833,1139.4400053341412,1521.2878233711224,1602.7921805035894,685.509283283536,-50.40092959091213,0.0,-2.4415687759286917,FINAL
1007,Suchitepéquez,San Lorenzo,1,1104.0018040192015,1124.4847638565886,232.6083146418275,699.9191435686027,1995.3460516663088,823.5526346519326,922.3554575667061,1258.3430805045218,1328.4514807759924,585.4233694840017,-47.938523642045205,0.0,-2.2294062675004196,FINAL
1008,Suchitepéquez,Samayac,0,1746.6888791660695,1709.8100305612074,313.8681426147742,1211.9129450006976,3020.035462510219,1426.052605253068,1493.9047759742332,1933.555759039519,2035.1539076872623,853.1532075158584,-50.1024562807232,0.0,-2.8468504774213144,FINAL
1009,Suchitepéquez,San Pablo Jocopilas,0,1812.852720916473,1770.78620505947,337.1960968303216,1262.8157386410408,3140.8835476155277,1452.7229759756801,1560.919054323804,2021.9098317838216,2119.3543915513155,883.2202658122195,-50.12270463319102,0.0,-2.7569490389802707,FINAL
1010,Suchitepéquez,San Antonio Suchitepéquez,0,1711.2380979792338,1683.0530666773298,332.41965185148695,1176.557237483835,2997.193404513296,1358.3242730436268,1452.7783029471168,1904.7583030882063,2021.5771054603872,813.7543084257245,-51.65010987845844,0.0,-2.6998517823924337,FINAL
1011,Suchitepéquez,San Miguel Panán,0,1745.6555993277145,1709.6627065984853,340.7127948350453,1200.1265442993201,3048.8978520995292,1382.2221250032874,1489.6673971008743,1972.7303131550889,2075.3858822678676,833.6988562447452,-51.23606235153496,0.0,-2.6766143124284176,FINAL
1012,Suchitepéquez,San Gabriel,0,1767.1736324052554,1755.0390040312993,331.2003191366025,1230.702673428518,3150.6352217171707,1405.1496036238843,1512.852691996997,1975.231533947188,2054.5632193692936,887.5575719534318,-49.42804291444664,0.0,-2.6558430340431793,FINAL
1013,Suchitepéquez,Chicacao,0,2060.3438909403435,2002.2857870328696,398.84357474031793,1419.138669224522,3606.925871286437,1605.0791414806088,1767.302186949942,2325.688728500157,2441.7418193985545,1000.7289471399247,-50.02067369099811,0.0,-2.6567180992957473,FINAL
1014,Suchitepéquez,Patulul,0,1608.9321072333648,1532.2544763679412,305.24718117958776,1100.4855160891943,2866.4033037364193,1281.013859383742,1374.745164945792,1798.0036013426304,1874.7728187176954,793.3077560281979,-48.226109418283045,0.0,-2.6720127211438727,FINAL
1015,Suchitepéquez,Santa Bárbara,0,1633.9436003797866,1586.228800197074,328.517677969249,1138.994420603718,2931.329491340301,1286.1794456498812,1378.818707475361,1859.947541899324,1930.9868972028692,795.5759598597785,-49.844816853600456,0.0,-2.5519711624117947,FINAL
1016,Suchitepéquez,San Juan Bautista,0,1564.6664893757536,1508.2759179852394,313.9148725966849,1100.2639284972013,2832.609078699244,1198.3528654765676,1322.891360879309,1766.5102402467442,1854.4799843381238,778.4620584706773,-48.38729113234468,0.0,-2.504514757143045,FINAL
1017,Suchitepéquez,Santo Tomás La Unión,0,2121.9580953684012,2052.530053181747,396.6460686889938,1472.111895468767,3652.346621153327,1657.16959273619,1825.4032506690335,2398.77241092027,2490.851066163291,1072.6798941228371,-47.73865101463371,0.0,-2.645376531056186,FINAL
1018,Suchitepéquez,Zunilito,0,1993.3848520560318,1928.661596911143,349.9310223871798,1416.6009612096968,3398.3225243211377,1594.6533503645787,1760.5506646960569,2225.5108758889974,2330.853655537888,1017.0361608752813,-47.26725712254963,0.0,-2.7901175623705448,FINAL
1019,Suchitepéquez,Pueblo Nuevo,0,1985.7581929688865,1905.1211968347257,347.40839170400017,1427.7672651892158,3352.194579870316,1609.7899540237047,1698.6978396269697,2226.1540633864934,2328.522966670482,1045.6881989820274,-45.11172303791528,0.0,-2.705950738195812,FINAL
1020,Suchitepéquez,Río Bravo,0,1769.7559169716574,1699.4874854134027,356.22842430425106,1178.9718593127823,3117.4062627986073,1401.1900476045498,1501.980406946392,2004.1775223162947,2043.3370460540277,847.7368777169004,-50.11808648236753,0.0,-2.588280373907698,FINAL
1021,Suchitepéquez,San José La Máquina,1,1244.585003925121,1233.6952319132145,256.5799450245832,815.0965259294777,2277.5267351302928,927.5134787068496,1050.8598445746206,1403.148717984375,1490.09871948708,663.5411867630777,-46.21514539421069,0.0,-2.2645722256522154,FINAL
1101,Retalhuleu,Retalhuleu,1,1147.3564532371104,1124.9875993233516,231.7696433934576,756.5593634404611,2172.6000857188606,911.5258444582208,966.2266589410382,1275.9034565358934,1332.7421153254504,690.2486504457095,-38.64388808722206,0.0,-1.9722505333254705,FINAL
1102,Retalhuleu,San Sebastián,0,1771.16158802208,1776.757258399989,291.58789772176715,1302.9984733465678,3011.0460966794535,1437.6495069424404,1549.0297990512834,1923.7201270436035,2024.012081390152,973.6947762849325,-45.19821029678713,0.0,-2.7349105294421014,FINAL
1103,Retalhuleu,Santa Cruz Muluá,1,1554.0333846647304,1544.2298064273593,285.80517530420144,1144.5024377065552,2795.364388455435,1204.8763756693183,1339.7910477553369,1701.5842998573662,1805.7226219965094,848.7135823890734,-45.03968393456878,0.0,-2.467834256412391,FINAL
1104,Retalhuleu,San Martín Zapotitlán,0,2174.8352723695793,2145.971502859606,364.0777721460596,1630.0807543220128,3658.8558348237375,1762.5062336861301,1890.231791764258,2418.8484911490114,2501.1200386973765,1195.7858053433526,-44.27764750138047,0.0,-2.6891217809184313,FINAL
1105,Retalhuleu,San Felipe,0,2119.9933910459954,2092.907965518403,350.6397481871449,1602.828903004761,3540.1612308047133,1711.3516563972848,1856.2246993923113,2346.885351709794,2432.3349690086347,1176.9540511635325,-43.76465326930863,0.0,-2.689482138742411,FINAL
1106,Retalhuleu,San Andrés Villa Seca,1,1224.0561879484032,1212.4387892195662,247.24728014941272,834.3121698593866,2262.148229405017,908.8801941805509,1028.9013873180697,1360.2440768986444,1463.3553241381946,683.7446818996585,-43.60583907582026,0.0,-2.185308189122371,FINAL
1107,Retalhuleu,Champerico,1,801.5435589001503,777.7971456990546,174.86334297399617,502.130097675642,1566.7453195014848,628.3427945074615,675.998965832878,920.99559726243,962.1207978725095,470.34796913897037,-39.52819552760901,0.0,-1.8940252664072186,FINAL
1108,Retalhuleu,Nuevo San Carlos,0,1985.6321424329813,1969.0488297508807,314.50555570929794,1565.0406181211206,3244.2615714134586,1609.0013339953937,1752.230746438222,2202.7112852153496,2285.998126607815,1181.0497241152773,-40.019277009768174,0.0,-2.558245486325816,FINAL
1109,Retalhuleu,El Asintal,0,1807.4721276052312,1788.0067258025224,311.74488134747486,1320.8228206066954,3096.222603378376,1464.541677557552,1573.4121654814564,1971.8898458996898,2081.426032189494,1085.4987958624001,-39.290004886576206,0.0,-2.3159107813485167,FINAL
1201,San Marcos,San Marcos,0,979.7020398915536,942.2986210847774,169.1414295732993,711.8471004441803,1500.883291363966,786.2242377002739,836.2986272158124,1110.6174842698872,1139.8040347089386,669.4101814938791,-28.959868292786865,0.0,-1.8345112677624973,FINAL
1202,San Marcos,San Pedro Sacatepéquez,0,955.4579343304346,942.0773269768388,156.03531522301358,711.6145602808457,1442.1498862968506,769.5643691988938,817.4591868095637,1076.3526865913943,1114.931127407028,636.0630037093622,-32.4829304882528,0.0,-2.046940015884077,FINAL
1203,San Marcos,San Antonio Sacatepéquez,0,903.2722328967008,890.8579216882399,144.46166888061038,684.0883285306172,1377.2734171822435,728.8814996796553,762.9856234886599,1033.2099588493866,1060.8304539650562,597.6593854273333,-32.911930075816606,0.0,-2.115528983137663,FINAL
1204,San Marcos,Comitancillo,0,647.69303218483,643.3554950121808,118.35530710005204,433.4656955107412,1052.7472772399647,511.7727432682933,547.3082408059985,757.1738694107538,778.3248566301185,502.68382435064143,-21.86530957645368,6.666666666666667,-1.2252024128635364,FINAL
1205,San Marcos,San Miguel Ixtahuacán,0,627.0080649971014,606.3707948956901,121.86376622002629,408.22123039303546,1031.8509653733922,495.484279827573,521.1225863883521,732.4428737747206,767.6006588338496,527.1643776323192,-13.062373374528411,22.22222222222222,-0.819305774486843,FINAL
1206,San Marcos,Concepción Tutuapa,1,650.6753892134221,619.8821100059916,122.19846927649952,433.05628725292996,1056.6796779734386,519.5069562013963,547.2052501598508,735.7548806885109,792.3317620753194,550.0280196614357,-11.268931497939306,22.22222222222222,-0.8236385459481558,FINAL
1207,San Marcos,Tacaná,1,985.93943125203,958.8829618267606,161.68547798418888,720.2181155625766,1483.6665469186953,781.3424034605924,840.8877977193841,1106.667957049918,1160.9836906384262,728.5995494849527,-24.01579979094599,2.2222222222222223,-1.5916078857264,FINAL
1208,San Marcos,Sibinal,0,1906.618333400135,1838.5868043429587,331.083281643202,1333.0474284464358,2952.129255555495,1538.8796364823802,1629.0038798345645,2129.610412696875,2238.86328398934,1333.241660178641,-27.485520018452913,2.2222222222222223,-1.731820073716087,FINAL
1209,San Marcos,Tajumulco,0,1798.5691032325765,1758.795428133515,297.0494111595041,1245.325499906525,2690.3033475404864,1491.7953255979846,1552.0424498322022,2035.2427629311564,2122.343119775723,1232.0782195358827,-29.947610743825965,0.0,-1.9070594399950183,FINAL
1210,San Marcos,Tejutla,0,702.2801155049535,690.4984823092752,127.39895539367237,456.65997510420624,1105.0223704250377,557.8138563153689,600.5584281530679,796.6121636474952,817.0641528035459,554.9566104562756,-19.62956839524091,8.88888888888889,-1.1563949217121694,FINAL
1211,San Marcos,San Rafael Pie De La Cuesta,0,1979.0455401370632,1931.046176922189,362.165139907718,1491.5435495920342,3341.1460706006546,1594.1791193056938,1683.747390348894,2160.3852952589705,2352.694439569419,1253.6928095245148,-35.07701553140891,0.0,-2.00282316182439,FINAL
1212,San Marcos,Nuevo Progreso,0,2225.2021584556433,2175.9494155862394,337.1848153526557,1505.1175406479658,3401.5948082002424,1884.0533538524394,1981.1200048028797,2478.047539289325,2569.9916379731994,1382.245771613722,-36.476199229966,0.0,-2.4999832390444037,FINAL
1213,San Marcos,El Tumbador,0,2352.4240542313696,2298.952968401595,371.64538335788393,1609.1591219397762,3429.912616594363,1975.8236662217337,2041.4402488775481,2603.836427729508,2803.691418480353,1430.4197662150398,-37.77951154826908,0.0,-2.4808710919152355,FINAL
1214,San Marcos,El Rodeo,0,2244.5190803124037,2206.744510426737,310.6689740567264,1636.8991734692324,3238.392316401115,1870.8562538538645,2009.295660574305,2474.674542501967,2619.3256846698637,1409.019605419996,-36.14940022451798,0.0,-2.689356017700854,FINAL
1215,San Marcos,Malacatán,0,2082.884575975125,2030.773030957234,330.54856958908454,1248.9630458658496,3123.4441191198475,1751.0645960850334,1813.331762451938,2345.4548200987047,2465.6278035177816,1350.643900809809,-33.49114449421442,2.2222222222222223,-2.215228691128772,FINAL
1216,San Marcos,Catarina,0,1884.003814918656,1877.1095424312714,334.6401908015692,1039.0096316271859,2959.461007983102,1529.4089105050593,1668.3176588941565,2104.6523379947566,2219.1248484670527,1192.0650546999777,-36.49464627642401,2.2222222222222223,-2.067709675162645,FINAL
1217,San Marcos,Ayutla,1,1242.697315943184,1204.7765651572952,242.77726609015602,797.0674642785027,2126.4600777816595,990.9059343469645,1047.263983815696,1392.7108364899102,1488.7860127709378,755.3566894609111,-37.303172114549554,0.0,-2.007356925673995,FINAL
1218,San Marcos,Ocós,1,723.1510412383967,708.0005410470995,173.500497010978,399.53961793644476,1419.4379494287346,546.1354167007757,594.4310293348664,827.6452475669513,869.2687187499172,405.14700020458105,-42.77589115887007,2.2222222222222223,-1.8328710667249237,FINAL
1219,San Marcos,San Pablo,0,2073.318760119843,2034.689345303296,313.2209882862844,1569.1195825970958,2952.747966388091,1722.2445540905946,1829.53342576211,2338.835517394848,2430.2173136304436,1360.0633764433578,-33.15621475175989,0.0,-2.277163441629169,FINAL
1220,San Marcos,El Quetzal,0,1987.5068616203944,1958.6139990011095,285.08255908545624,1487.1114247678724,3100.8512485134283,1686.1260394087833,1765.5523916183056,2189.683756503417,2249.435354760406,1270.1853182900556,-35.148767498963636,0.0,-2.516188803803023,FINAL
1221,San Marcos,La Reforma,0,2058.6994939099272,2050.2570778965523,304.7642938629192,1503.2660171374068,3125.102937394288,1725.9029439487585,1819.989075511671,2270.7633364151466,2366.863897585261,1290.10091948133,-37.07613872476419,0.0,-2.521944302222974,FINAL
1222,San Marcos,Pajapita,1,1593.8752375600538,1582.4649418180895,291.2402869811861,1016.5483944927674,2653.2451114659257,1283.5143508324838,1372.4210318980695,1771.2748492219182,1884.49096608092,982.0776198360767,-37.94000777623734,0.0,-2.1006627347661513,FINAL
1223,San Marcos,Ixchiguán,0,1069.425492239335,1047.8691016589366,179.00384059355378,723.2903632361949,1596.7673287443454,869.6236889507633,924.8178834938795,1199.881306489157,1224.6180355309823,821.0960587106335,-21.641352206042413,4.444444444444445,-1.3872855057482167,FINAL
1224,San Marcos,San José Ojetenam,0,832.8239734117802,807.2155594768583,142.06001112946743,571.5350508080334,1289.5715786520732,680.3488693656261,725.0878278387893,929.7492627935508,956.0632502008388,669.8633383032304,-17.01555669499772,11.11111111111111,-1.1471253156529353,FINAL
1225,San Marcos,San Cristóbal Cucho,0,1513.1297375524675,1479.7758217648434,229.6468442801039,1160.0445169071556,2307.9798480452328,1241.0798199580402,1303.8224458628429,1674.3845061171453,1734.626011764644,964.5046386551027,-34.82089486333183,0.0,-2.3889947219487944,FINAL
1226,San Marcos,Sipacapa,0,570.1043087384637,558.8934622802726,115.92610126788149,366.6107895126965,952.0995182736505,434.6217999437651,477.90301267448314,671.0440778670616,706.3382284879564,450.9410386411168,-19.315384939146075,15.555555555555555,-1.0279244173146562,FINAL
1227,San Marcos,Esquipulas Palo Gordo,0,1310.3300155819998,1277.321833848197,231.357394783401,1011.1537276204847,2103.596166292726,1039.2077846852767,1103.5364217359784,1448.4832869762654,1540.4245153832417,831.1233774528532,-34.932343953683024,0.0,-2.071282997363384,FINAL
1228,San Marcos,Río Blanco,0,645.5579737647502,627.7260837024149,121.98273394033974,461.2421684883815,1060.021266378481,511.04090227474694,533.7150011986446,756.3389280927158,796.2087285524124,465.2673576289925,-25.88051226344116,2.2222222222222223,-1.478001109763088,FINAL
1229,San Marcos,San Lorenzo,0,764.0278615971891,758.9639551352044,130.31942346786462,560.3029616021205,1211.8456199133286,622.2255303392043,640.1717492434452,883.0902579914376,912.2774352914827,554.4566299416737,-26.94559126422534,0.0,-1.6081350429484789,FINAL
1230,San Marcos,La Blanca,1,864.4343147098331,842.170757816068,201.31357652603222,488.97984865726164,1694.2285982664348,668.5581920612866,710.5060651064065,968.331892942488,1038.227753017111,496.6093523772576,-41.03222561834446,2.2222222222222223,-1.8271244725763012,FINAL
1301,Huehuetenango,Huehuetenango,1,621.5438183170438,609.939814849416,128.27658938570903,409.41841663342734,1023.7011262383093,476.8054797058079,501.47297519732444,735.6806879146399,767.4946571286948,408.4400870284224,-33.036001735800866,0.0,-1.6612831094834422,FINAL
1302,Huehuetenango,Chiantla,0,891.2763632962749,880.4986602691507,188.99373367147157,605.6652776574463,1557.4545310108497,675.4189269092178,721.9376220225703,1056.8606072606772,1105.157225791958,577.6779316472057,-34.39195790819021,0.0,-1.6593059756901696,FINAL
1303,Huehuetenango,Malacatancito,1,564.4264865242717,551.6459262933046,115.63487380786717,361.6682679243842,928.6518986768959,424.04144811562895,469.8439671084513,664.0773258891747,696.2598601337339,400.25924417334625,-27.442726376532246,4.444444444444445,-1.4197035629899775,FINAL
1304,Huehuetenango,Cuilco,1,579.058996104493,557.4135230450436,110.30683348187851,429.9468390053877,937.9281549935237,444.2042892990375,495.8812643713934,644.4975075919842,734.8098655713189,435.3501435688401,-21.898173336268297,8.88888888888889,-1.3028100617108342,FINAL
1305,Huehuetenango,Nentón,0,1094.3303065320538,1078.327817921569,271.0000385792641,579.6792564561173,1903.8085548183087,758.0130606732764,887.9510890589522,1336.8319498877204,1407.3849124898966,585.2494956294503,-45.72619885133876,2.2222222222222223,-1.8785267100753704,FINAL
1306,Huehuetenango,San Pedro Necta,0,995.2557047519581,990.2489284900853,191.90200847503772,699.7346740271964,1563.987672077963,764.4828846996618,838.4190213241258,1112.9956584484426,1260.3475448196602,753.6438119895344,-23.8934988661207,8.88888888888889,-1.259037853133529,FINAL
1307,Huehuetenango,Jacaltenango,1,1277.0149455011901,1229.368991818462,306.47732505888433,794.5891050373291,2166.229962787838,906.9397754956528,1025.5704374997263,1534.8945542063782,1671.5748103871254,787.7311322714573,-35.92394655194136,0.0,-1.5964763890304947,FINAL
1308,Huehuetenango,Soloma,0,1285.0854996900546,1281.1878340469189,287.392388764776,777.723085359216,2230.9625480450914,935.7927767352218,1065.018254681844,1503.1293859694733,1589.4736590341324,774.9976527043624,-39.5094433377221,0.0,-1.774882936803129,FINAL
