codigo_municipio_4d,Departamento,Municipio,maga_department,maga_municipality,mapped_area_ha,agricultural_land_ha,maize_bean_ha,A,total,agricultural_share_pct,agricultural_land_share_of_mapped_pct,maize_bean_share_of_agricultural_land_pct,ag_workers_per_100_agricultural_ha
1002,Suchitepéquez,Cuyotenango,Suchitepéquez,Cuyotenango,8922.897642314154,7461.296325643661,784.35860087577,2058,11414,18.030488873313473,83.6196561334595,10.512363624803575,27.582338379014363
1003,Suchitepéquez,San Francisco Zapotitlán,Suchitepéquez,San Francisco Zapotitlán,4891.134191624141,3703.360840188818,101.50754602075,1255,8342,15.044353871973147,75.7157889172345,2.7409574816256512,33.88813713156866
1004,Suchitepéquez,San Bernardino,Suchitepéquez,San Bernardino,1431.7945630918339,1289.02331635989,44.4000674255,907,4846,18.716467189434585,90.02851034553156,3.444473568630444,70.36335095638947
1005,Suchitepéquez,San José El Ídolo,Suchitepéquez,San José El Ídolo,13775.516840384624,12027.447091317068,589.233886782116,945,2595,36.41618497109827,87.31031460146109,4.899076938841822,7.857028950742344
1006,Suchitepéquez,Santo Domingo Suchitepéquez,Suchitepéquez,Santo Domingo Suchitepéquez,23615.318460129147,20120.84718412576,1412.68309976563,6094,11135,54.72833408172429,85.20252317620333,7.020992142319729,30.28699509634878
1007,Suchitepéquez,San Lorenzo,Suchitepéquez,San Lorenzo,28499.205069580064,22513.949605108763,2042.52409592067,1816,3963,45.82387080494575,78.9985178538894,9.07226022864149,8.066110264313293
1008,Suchitepéquez,Samayac,Suchitepéquez,Samayac,2583.0992116876378,2243.0985806707267,231.896112477834,1253,9486,13.208939489774405,86.83749236271976,10.338204235700283,55.86022882798716
1009,Suchitepéquez,San Pablo Jocopilas,Suchitepéquez,San Pablo Jocopilas,2611.9780035351523,2406.13632272957,1.70617413772,1919,6994,27.437803831855877,92.1193179832683,0.07090928812314679,79.75441714886077
1010,Suchitepéquez,San Antonio Suchitepéquez,Suchitepéquez,San Antonio Suchitepéquez,7502.863841906046,6323.462906977731,115.73927349996,4206,17571,23.93716919924876,84.28065656288523,1.8303147373924746,66.51418790420702
1011,Suchitepéquez,San Miguel Panán,Suchitepéquez,San Miguel Panán,2880.2868638747764,2381.6086992067303,184.23019503168,1059,2602,40.69946195234435,82.68651046801682,7.735535862505191,44.465742854933865
1012,Suchitepéquez,San Gabriel,Suchitepéquez,San Gabriel,660.2747619557,325.430299510949,71.6924810893,203,2966,6.844234659474039,49.28710262179962,22.030057187987172,62.37894882715742
1013,Suchitepéquez,Chicacao,Suchitepéquez,Chicacao,21104.36686954444,16901.98331421721,124.72310425923,6510,17303,37.623533491302084,80.08761133985186,0.7379199348417199,38.51618995815759
1014,Suchitepéquez,Patulul,Suchitepéquez,Patulul,33883.260269728285,26304.641433500452,1417.61890456446,4100,13419,30.553692525523513,77.63314753096925,5.389234854800347,15.586602882860124
1015,Suchitepéquez,Santa Bárbara,Suchitepéquez,Santa Bárbara,17706.02002962752,13363.935010020397,239.41107020105002,4183,7423,56.35187929408595,75.47678692138886,1.7914713744233077,31.300661046791603
1016,Suchitepéquez,San Juan Bautista,Suchitepéquez,San Juan Bautista,3461.080108213225,2489.442853396671,58.218379253580004,752,2170,34.654377880184335,71.92676203850829,2.3386107929388733,30.207562265345775
1017,Suchitepéquez,Santo Tomás La Unión,Suchitepéquez,Santo Tomás La Unión,1248.3673973865752,1005.2638885823001,15.00466767394,550,4017,13.691809808314662,80.52628502528935,1.492609835522962,54.7120021167429
1018,Suchitepéquez,Zunilito,Suchitepéquez,Zunilito,1309.406797365237,1234.2350529776,0.0,587,2935,20.0,94.25909927007434,0.0,47.55982246524751
1019,Suchitepéquez,Pueblo Nuevo,Suchitepéquez,Pueblo Nuevo,1852.00962012679,1405.55938887814,0.0,1365,3832,35.62108559498956,75.893741242117,0.0,97.11435964932703
1020,Suchitepéquez,Río Bravo,Suchitepéquez,Río Bravo,15826.50011965888,13078.959260489339,253.74458574500002,3127,7643,40.91325395786995,82.63961811900101,1.9400976843130437,23.908630172482134
1021,Suchitepéquez,San José La Máquina,Suchitepéquez,San José La Máquina,14712.757349943531,12650.245125204225,616.748408863023,3112,6485,47.98766383962992,85.98147053144173,4.875387020242157,24.60031382158502
1101,Retalhuleu,Retalhuleu,Retalhuleu,Retalhuleu,80785.99999920507,60948.659679264,5764.566022499395,5376,30151,17.830254386255845,75.44458158574967,9.458068565961625,8.820538512726355
1102,Retalhuleu,San Sebastián,Retalhuleu,San Sebastián,1773.0000001551186,1182.3852510559689,36.97798356716,1641,10730,15.293569431500465,66.68839542879428,3.1274056855949084,138.7872521696672
1103,Retalhuleu,Santa Cruz Muluá,Retalhuleu,Santa Cruz Muluá,12827.000000061189,8295.514086016694,767.670924952077,888,4211,21.087627641890286,64.67228569406035,9.254048838830846,10.70458070219969
1104,Retalhuleu,San Martín Zapotitlán,Retalhuleu,San Martín Zapotitlán,940.000000384284,542.473070914802,51.96881832996,318,3918,8.116385911179172,57.7099011375566,9.579981222353055,58.62042137202115
1105,Retalhuleu,San Felipe,Retalhuleu,San Felipe,3663.0000003004907,3031.117448900048,97.39916920942,1101,8804,12.505679236710586,82.74958909777213,3.2133089809754765,36.32323783426928
1106,Retalhuleu,San Andrés Villa Seca,Retalhuleu,San Andrés Villa Seca,43600.99999953898,36022.10641398254,3768.052863781079,5077,11972,42.40728366187771,82.61761522525498,10.460390129541262,14.094123041148098
1107,Retalhuleu,Champerico,Retalhuleu,Champerico,32815.00000015765,26812.6320503302,6453.39113327014,3241,8477,38.232865400495456,81.70846274630928,24.068473103112105,12.087586156839409
1108,Retalhuleu,Nuevo San Carlos,Retalhuleu,Nuevo San Carlos,8658.000000119433,7513.9751074804135,80.45758551883,3619,12034,30.073126142595978,86.78649927670087,1.070772585322139,48.163587824468095
1109,Retalhuleu,El Asintal,Retalhuleu,El Asintal,9370.000000021713,8464.031028906044,111.81191994868,3243,10123,32.03595772004346,90.33117426773138,1.3210244571035255,38.315076928766295
1201,San Marcos,San Marcos,San Marcos,San Marcos,12047.61300846202,3755.2896268617906,1587.75467694616,3128,15742,19.870410367170628,31.1704038320632,42.28048525442258,83.29583895807254
1202,San Marcos,San Pedro Sacatepéquez,San Marcos,San Pedro Sacatepéquez,7732.759204158615,2848.917691668313,669.9273761653664,5607,28182,19.895678092399404,36.842188104553784,23.51515377662806,196.81158274237703
1203,San Marcos,San Antonio Sacatepéquez,San Marcos,San Antonio Sacatepéquez,4728.254468276581,2345.109555778036,445.122461403461,2476,5174,47.85465790490916,49.59778648784979,18.980881311354466,105.5814212986113
1204,San Marcos,Comitancillo,San Marcos,Comitancillo,13471.320668707122,7188.223140980978,5165.259477406819,6057,11769,51.465715014019885,53.3594538928814,71.85725006168792,84.26282658739778
1205,San Marcos,San Miguel Ixtahuacán,San Marcos,San Miguel Ixtahuacán,19606.207494851133,7036.927939198598,4810.214825066753,2720,5358,50.7652108995894,35.89132646406295,68.35674411658911,38.65323083455886
1206,San Marcos,Concepción Tutuapa,San Marcos,Concepción Tutuapa,22401.447338566093,8001.050036481864,6686.777680408165,2242,5976,37.51673360107095,35.71666560449128,83.57375156909285,28.021322073694073
1207,San Marcos,Tacaná,San Marcos,Tacaná,36178.53966047759,11199.620085945,9775.38842781834,3843,9095,42.253985706432104,30.956528900970998,87.28321454480403,34.3136639502869
1208,San Marcos,Sibinal,San Marcos,Sibinal,10433.434295064653,1950.1127210649672,1344.45810090856,1195,3530,33.85269121813031,18.690995370406778,68.94258400480277,61.278509036513746
1209,San Marcos,Tajumulco,San Marcos,Tajumulco,25124.899229118186,9607.963223148774,1494.920296912961,6306,8916,70.72678331090175,38.2408030198734,15.559180048807864,65.63305722077237
1210,San Marcos,Tejutla,San Marcos,Tejutla,14292.172740766695,7851.071638135151,2953.4848544315105,5031,9547,52.69718236095108,54.932666855760274,37.61887536582261,64.08042407310148
1211,San Marcos,San Rafael Pie De La Cuesta,San Marcos,San Rafael Pie de La Cuesta,4517.64003636698,3939.4927089922,0.0,1804,5419,33.29027495847942,87.20244812068475,0.0,45.7926980263786
1212,San Marcos,Nuevo Progreso,San Marcos,Nuevo Progreso,14032.634504282029,11041.145652120234,963.7801613762401,4536,8242,55.03518563455472,78.68191570692625,8.728986934351012,41.082693254109465
1213,San Marcos,El Tumbador,San Marcos,El Tumbador,16561.175236478215,13163.871558116569,264.070022249141,7195,13161,54.669098092850085,79.48633699087594,2.006020957309637,54.65717261244252
1214,San Marcos,El Rodeo,San Marcos,El Rodeo,5167.746169497381,4765.6421263224,0.0,2369,5219,45.39183751676566,92.21896683803087,0.0,49.70998529065241
1215,San Marcos,Malacatán,San Marcos,Malacatán,21237.566653193127,17085.056080299277,2542.60496862236,8468,24975,33.905905905905904,80.44733353540995,14.882040519341517,49.56378229138167
1216,San Marcos,Catarina,San Marcos,Catarina,8136.074636268821,5458.1946354502525,637.169733686731,2690,8419,31.951538187433187,67.08633929092572,11.673635262993331,49.28369506152833
1217,San Marcos,Ayutla,San Marcos,Ayutla,11859.15182566939,10065.615837010973,969.26610337003,2857,12356,23.122369698931692,84.87635528220264,9.62947641818464,28.383757598764053
1218,San Marcos,Ocós,San Marcos,Ocós,5421.246299424329,4361.85193574861,0.0,1966,3488,56.36467889908257,80.45847199769888,0.0,45.072598266969415
1219,San Marcos,San Pablo,San Marcos,San Pablo,13915.507530743027,9054.27304466221,434.126050139532,5398,13403,40.27456539580691,65.06606406312477,4.794709061656403,59.61825950435963
1220,San Marcos,El Quetzal,San Marcos,El Quetzal,8741.939833174933,7744.801938007059,196.605861930915,3059,6127,49.92655459441815,88.59363122834799,2.5385524833899997,39.497459386122934
1221,San Marcos,La Reforma,San Marcos,La Reforma,7408.342629996137,4890.532086033921,194.97569341319002,2464,4346,56.695812241141276,66.01384857973923,3.986799186329634,50.38306582297127
1222,San Marcos,Pajapita,San Marcos,Pajapita,13105.052716005353,10663.878881283568,149.72737069991,1865,6644,28.070439494280553,81.37227001200574,1.404061058520649,17.48894582133061
1223,San Marcos,Ixchiguán,San Marcos,Ixchiguán,10437.411259102897,5192.810072739863,1865.9690302060142,3687,4758,77.49054224464061,49.7518967474909,35.933704565887965,71.00201910628789
1224,San Marcos,San José Ojetenam,San Marcos,San José Ojetenam,7857.235946463552,3699.542252273736,1947.376674679822,1902,3960,48.03030303030303,47.08452536593171,52.638314199086814,51.411765842950764
1225,San Marcos,San Cristóbal Cucho,San Marcos,San Cristóbal Cucho,2968.777114064692,1506.666491183405,494.07923800768003,2311,4019,57.50186613585469,50.75040777044247,32.792873598695856,153.384973617143
1226,San Marcos,Sipacapa,San Marcos,Sipacapa,15133.490510734699,3815.4720363087445,2461.145000545166,1849,3908,47.31320368474923,25.2121084266865,64.50433857526541,48.4605831835372
1227,San Marcos,Esquipulas Palo Gordo,San Marcos,Esquipulas Palo Gordo,5049.111843485,1005.5610528864454,707.480500054828,1084,3631,29.854034701184247,19.915602665525167,70.35679216334181,107.80051563138777
1228,San Marcos,Río Blanco,San Marcos,Río Blanco,3117.7182082398963,1248.497673059503,989.562698347573,322,840,38.333333333333336,40.04523788454701,79.26027574585721,25.79099720794222
1229,San Marcos,San Lorenzo,San Marcos,San Lorenzo,4480.138213041368,2840.622815677196,426.9205350451251,915,2702,33.86380458919319,63.40480316898132,15.029117300930661,32.21124589122427
1230,San Marcos,La Blanca,San Marcos,La Blanca,9883.390725120322,7413.223144264988,316.8964162561,3902,9104,42.86028119507909,75.00688124595762,4.274745412206526,52.635674443695414
1301,Huehuetenango,Huehuetenango,Huehuetenango,Huehuetenango,18944.06577649135,4603.535255043071,2626.1468314665863,2730,46019,5.932332297529282,24.300671827036364,57.04630650085064,59.30225030881094
1302,Huehuetenango,Chiantla,Huehuetenango,Chiantla,54302.98960353582,21892.674739701255,5401.151720050057,13519,24662,54.8171275646744,40.315781689993294,24.671045380559836,61.75124858308875
1303,Huehuetenango,Malacatancito,Huehuetenango,Malacatancito,41187.09815338271,8821.910075412643,3571.6171807504884,1880,5282,35.592578568723965,21.41911052475567,40.48575818863611,21.31057768588809
1304,Huehuetenango,Cuilco,Huehuetenango,Cuilco,44286.12738276156,16347.690410606272,5649.271893547105,9316,13495,69.03297517599111,36.91379530504994,34.55700317080812,56.986643164931984
1305,Huehuetenango,Nentón,Huehuetenango,Nentón,76286.10339954427,22238.221054068657,18114.270544683415,8231,11937,68.9536734522912,29.15107740868242,81.45557371986492,37.01285269171328
1306,Huehuetenango,San Pedro Necta,Huehuetenango,San Pedro Necta,7581.6250583650135,5337.776847786093,347.72241225294,6197,9923,62.45087171218382,70.40412585289718,6.514367725903754,116.09702272529958
1307,Huehuetenango,Jacaltenango,Huehuetenango,Jacaltenango,16334.883102979795,5081.616904031903,2640.336051601725,5522,12649,43.65562495058898,31.10898848798568,51.958581322940844,108.66620023281732
1308,Huehuetenango,Soloma,Huehuetenango,Soloma,12716.016711851595,2955.353997791176,1904.248084451534,3434,9972,34.436421981548335,23.24119309340577,64.43384061181044,116.19589404743266
1309,Huehuetenango,San Ildefonso Ixtahuacán,Huehuetenango,San Ildefonso Ixtahuacán,23992.484361044837,11198.143258517697,4877.079158217083,9104,13444,67.71794108896162,46.67354614055497,43.55256979327718,81.2991921055768
1310,Huehuetenango,Santa Bárbara,Huehuetenango,Santa Bárbara,14945.318383749873,8339.281921488559,1439.076701008687,6457,7988,80.8337506259389,55.79862340407486,17.256602121826486,77.4287290055716
1311,Huehuetenango,La Libertad,Huehuetenango,La Libertad,9572.001573528309,6840.27952649526,870.6747107520711,7265,9608,75.61407160699417,71.46132889710636,12.728642263515464,106.20910990347134
1312,Huehuetenango,La Democracia,Huehuetenango,La Democracia,24122.443650986337,19496.073696645428,2546.934975712247,8109,15707,51.62666327115299,80.82130475138764,13.063835392407665,41.592990087000274
1313,Huehuetenango,San Miguel Acatán,Huehuetenango,San Miguel Acatán,12905.95721250454,3822.7093393690698,2286.46987741787,3087,4459,69.23076923076923,29.619727358659297,59.81281008917218,80.75424328519581
1314,Huehuetenango,San Rafael La Independencia,Huehuetenango,San Rafael La Independencia,5121.39572400541,2303.678220169778,2135.830535471968,1610,2744,58.673469387755105,44.9814531880791,92.71392665745479,69.88823290960077
1315,Huehuetenango,Todos Santos Cuchumatán,Huehuetenango,Todos Santos Cuchumatán,28930.937392459677,11225.379202534701,2210.735764658236,3862,6567,58.80919750266484,38.80060659721448,19.69408538251474,34.40418297074505
1316,Huehuetenango,San Juan Atitán,Huehuetenango,San Juan Atitán,7607.616916492354,1870.0647311509936,262.867537150212,2646,4927,53.70407956159935,24.58147869008663,14.056600970621025,141.49242835949488
1317,Huehuetenango,Santa Eulalia,Huehuetenango,Santa Eulalia,36018.71714688803,12223.09128717365,4507.339719459649,5002,9487,52.72478127964583,33.935387641171744,36.875612016327196,40.92254473505298
1318,Huehuetenango,San Mateo Ixtatán,Huehuetenango,San Mateo Ixtatán,54742.85181677593,9527.467004939315,3721.37584034004,8077,9484,85.1644875579924,17.404038497716016,39.05944610892665,84.77594302675253
1319,Huehuetenango,Colotenango,Huehuetenango,Colotenango,6330.017123827559,3930.230984073029,327.546935228809,4104,6264,65.51724137931035,62.08878913263578,8.334037784450043,104.42134359611832
1320,Huehuetenango,San Sebastián Huehuetenango,Huehuetenango,San Sebastián Huehuetenango,12816.130145116571,4105.432540027064,1486.06279227083,5044,8562,58.91146928287783,32.03332436188929,36.19747195410093,122.86159742784982
1321,Huehuetenango,Tectitán,Huehuetenango,Tectitán,20423.60231217352,5990.585691258138,4419.739181662428,1110,1735,63.976945244956774,29.33168008117471,73.77808130033105,18.5290730690955
1322,Huehuetenango,Concepción Huista,Huehuetenango,Concepción Huista,11727.05110459704,6114.281391161444,2428.394807043872,3373,5001,67.44651069786043,52.13826849244843,39.71676558024072,55.1659268557033
1323,Huehuetenango,San Juan Ixcoy,Huehuetenango,San Juan Ixcoy,18564.18477407986,3673.2521829126317,1369.887622197726,1538,3129,49.153084052412915,19.78676805695982,37.29359036578591,41.870253481493165
1324,Huehuetenango,San Antonio Huista,Huehuetenango,San Antonio Huista,10685.321126326546,7932.473012809266,524.5257346933,2567,5295,48.479697828139756,74.23710451963115,6.612385996728913,32.3606521680545
1325,Huehuetenango,San Sebastián Coatán,Huehuetenango,San Sebastián Coatán,17064.654501890334,6361.5446459154355,2703.7088081208863,1005,2322,43.281653746770026,37.27907087254967,42.5008226556558,15.79804993815899
1326,Huehuetenango,Barillas,Huehuetenango,Barillas,88902.15142644293,42180.11591264392,4624.04444304617,17458,25764,67.76121720229779,47.44555135714964,10.96261672827709,41.389170281456686
1327,Huehuetenango,Aguacatán,Huehuetenango,Aguacatán,24762.243234051024,8508.157220754527,5619.560897138094,8030,15085,53.23168710639708,34.35939603829915,66.04909560709477,94.38001428102285
1328,Huehuetenango,San Rafael Pétzal,Huehuetenango,San Rafael Petzal,3621.8654521490894,1601.2557826915586,445.483491216733,932,2330,40.0,44.21080252281125,27.820882586785583,58.204317515930946
1329,Huehuetenango,San Gaspar Ixchil,Huehuetenango,San Gaspar Ixchil,2780.1291256876452,1796.7503079763974,700.6923445637883,2247,2628,85.50228310502283,64.62830418108669,38.99775842270193,125.05911311242237
1330,Huehuetenango,Santiago Chimaltenango,Huehuetenango,Santiago Chimaltenango,4762.508145295882,3714.198002555073,332.583324347668,1916,3117,61.469361565607954,77.98827611924892,8.954377879662774,51.58583356842969
1331,Huehuetenango,Santa Ana Huista,Huehuetenango,Santa Ana Huista,17794.425901623905,10949.293251497944,8129.825036669633,1646,3171,51.90791548407442,61.53215232697516,74.24976982470913,15.032933744603243
1332,Huehuetenango,Unión Cantinil,Huehuetenango,Unión Cantinil,4422.614616794965,4003.1161161892232,48.8824217124,3148,4284,73.48272642390289,90.51469465567523,1.2211092632240144,78.63873813874645
1333,Huehuetenango,Petatán,Huehuetenango,Petatán,1699.46764250466,1597.64648031743,188.0177831984,1227,1916,64.03966597077245,94.00864366931005,11.768422208212389,76.80046963557372
1401,Quiché,Santa Cruz Del Quiché,Quiché,Santa Cruz del Quiché,11214.999999882606,4348.991561401697,4287.31268493011,4816,25132,19.162820308769696,38.77834651312725,98.58176601171172,110.73831558430948
1402,Quiché,Chiché,Quiché,Chiché,11574.999999843936,4502.722919185152,4154.779711441904,2803,8677,32.303791633052896,38.90041398916511,92.27260451091192,62.251221101280926
1403,Quiché,Chinique,Quiché,Chinique,6115.000000063773,2060.245040676494,1842.1056958617942,1102,3425,32.175182481751825,33.69166051766162,89.41197088172227,53.48878304486303
1404,Quiché,Zacualpa,Quiché,Zacualpa,24738.999999639553,7137.134646668299,2697.9297486995906,4701,8981,52.343836989199424,28.849729765844565,37.801300973900176,65.86676912694206
1405,Quiché,Chajul,Quiché,Chajul,52527.000000249536,18078.072412203914,6136.118984624453,8516,11711,72.71795747587738,34.41672361284298,33.94232993824143,47.1067921724394
1406,Quiché,Chichicastenango,Quiché,Chichicastenango,24558.999999986307,9934.070968954058,6618.295777133552,16786,48257,34.78459083656257,40.44981867730607,66.62219142400974,168.97402940304713
1407,Quiché,Patzité,Quiché,Patzité,5314.0000003108,2459.795957833843,2457.435198629833,415,1675,24.776119402985074,46.28897172920544,99.9040262182523,16.871318073286826
1408,Quiché,San Antonio Ilotenango,Quiché,San Antonio Ilotenango,13864.000000120519,5190.281908651931,5133.520202135511,1866,8046,23.19164802386279,37.43711705573293,98.90638490325927,35.951804407569355
1409,Quiché,San Pedro Jocopilas,Quiché,San Pedro Jocopilas,29467.000000162643,8116.331088525049,7844.517828046155,2304,8135,28.322065150583896,27.543798447348735,96.65103286800134,28.3872106111765
1410,Quiché,Cunén,Quiché,Cunén,22580.000000309232,7583.473209870933,2426.2555749220573,4948,9782,50.58270292373748,33.58491235503577,31.993988872591416,65.24714814788952
1411,Quiché,San Juan Cotzal,Quiché,San Juan Cotzal,16283.000000373044,6295.144932206499,3088.2818996461388,4549,7808,58.26075819672131,38.66084217934212,49.05815406800604,72.2620376335885
1412,Quiché,Joyabaj,Quiché,Joyabaj,47218.99999992269,20267.235642708238,12856.046987563155,8822,16785,52.55883229073578,42.921780729666914,63.43266153412744,43.5283832266192
1413,Quiché,Nebaj,Quiché,Nebaj,85062.00000018154,25433.59983671,13909.010966655886,8759,21540,40.66388115134633,29.90007269598143,54.687543469879124,34.438695490355066
1414,Quiché,San Andrés Sajcabajá,Quiché,San Andrés Sajcabajá,16921.99999959106,5401.951423918092,1559.1744496318818,2329,4311,54.02458826258409,31.92265349278239,28.863170496653527,43.114049298702355
1415,Quiché,Uspantán,Quiché,Uspantán,83623.00000012195,36061.87694421138,11478.282472441286,8768,15670,55.95405232929164,43.12435208514259,31.82940946251487,24.313764958946297
1416,Quiché,Sacapulas,Quiché,Sacapulas,36783.99999978372,9346.558898163607,5334.09576676972,9543,17285,55.20971940989297,25.409305399680733,57.0701562456077,102.10174786225323
1417,Quiché,San Bartolomé Jocotenango,Quiché,San Bartolomé Jocotenango,10335.000000098498,2125.994825089373,1466.3321053687728,918,3064,29.96083550913838,20.570825593315057,68.97157453368358,43.179785254717586
1418,Quiché,Canillá,Quiché,Canillá,10204.999999882622,3673.829634107521,1740.948948369542,1270,2673,47.512158623269734,36.000290388532854,47.38785196261471,34.568832158394834
1419,Quiché,Chicamán,Quiché,Chicamán,56574.99999950385,18906.641203370793,10432.353205357249,2374,6625,35.83396226415094,33.418720642574634,55.17824712036797,12.556434400292892
1420,Quiché,Ixcán,Quiché,Ixcán,158328.9999997983,62848.92457464198,37865.77015917503,19618,29071,67.48305871831035,39.69514401955551,60.24887524400529,31.214535702517637
1421,Quiché,Pachalum,Quiché,Pachalum,4175.999999725284,1629.937825724841,1372.521424873551,689,2673,25.776281331836888,39.031078204790845,84.2069803652286,42.27155104481353
1501,Baja Verapaz,Salamá,Baja Verapaz,Salamá,67486.92303155643,13230.847725101687,3007.754179128776,9973,23765,41.965074689669684,19.605054032341986,22.732890904809043,75.37687839214665
1502,Baja Verapaz,San Miguel Chicaj,Baja Verapaz,San Miguel Chicaj,32693.677724134057,4244.504512211686,2594.907007650602,3798,11096,34.22855082912761,12.982646210764006,61.13568733841379,89.48040905771057
1503,Baja Verapaz,Rabinal,Baja Verapaz,Rabinal,31167.276000242757,5581.093987613844,3286.783495189403,4888,14073,34.733177005613584,17.90690334173052,58.89138406347898,87.58139552653958
1504,Baja Verapaz,Cubulco,Baja Verapaz,Cubulco,69098.49299119727,10450.375862149622,6310.51601895557,9031,16206,55.7262742194249,15.123883907976019,60.38554117284648,86.41794437948896
1505,Baja Verapaz,Granados,Baja Verapaz,Granados,15446.173368590446,2890.747816535382,2283.8793711810818,1995,4498,44.353045798132506,18.71497715035151,79.0065241290524,69.01328398791448
1506,Baja Verapaz,El Chol,Baja Verapaz,El Chol,11912.82523174641,2333.0064327765144,1213.0398440555698,1352,3144,43.00254452926209,19.58398941805426,51.99470635886457,57.95097608843636
1507,Baja Verapaz,San Jerónimo,Baja Verapaz,San Jerónimo,22169.734020609107,5498.9684156332605,441.021582586936,4590,9421,48.720942575098185,24.803944019000813,8.020078481140867,83.47020119175237
1508,Baja Verapaz,Purulhá,Baja Verapaz,Purulhá,51708.89763205093,21485.19825932765,5440.9624481678775,9711,14975,64.84808013355592,41.550292586416305,25.324236632565032,45.198558946432044
1601,Alta Verapaz,Cobán,Alta Verapaz,Cobán,226595.3618671556,93457.66719162338,32608.5141557151,28279,70939,39.86382666798235,41.2442983923096,34.89121346122986,30.25861959727436
1602,Alta Verapaz,Santa Cruz Verapaz,Alta Verapaz,Santa Cruz Verapaz,7799.694586570433,3290.5251025298207,347.59514239104,3143,10126,31.038909737309897,42.18787115325604,10.563515899751136,95.51666989513618
1603,Alta Verapaz,San Cristóbal Verapaz,Alta Verapaz,San Cristóbal Verapaz,38419.42983516157,17970.514477447196,6652.335831097095,7297,20279,35.98303663888752,46.77454755197988,37.01805999736794,40.605403975259904
1604,Alta Verapaz,Tactic,Alta Verapaz,Tactic,11639.761748419976,4656.540886886694,1641.576687137174,3185,14050,22.669039145907472,40.00546564038383,35.25313590094367,68.3984115541494
1605,Alta Verapaz,Tamahú,Alta Verapaz,Tamahú,6987.485036357792,3448.54207104135,894.30193664124,3313,6511,50.88312087236984,49.35312280595443,25.93275413836518,96.06958337033073
1606,Alta Verapaz,Tucurú,Alta Verapaz,Tucurú,21899.55174221832,14240.848964090432,4042.85959263677,1568,4097,38.271906272882596,65.02803861796261,28.389175412443457,11.010579523410799
1607,Alta Verapaz,Panzós,Alta Verapaz,Panzós,72888.50806018575,36821.437196064915,11356.193558642271,12708,17923,70.90330859789098,50.517479608254014,30.841255592967187,34.51250404033142
1608,Alta Verapaz,Senahú,Alta Verapaz,Senahú,70528.54423009125,44260.273037767845,8893.739230257628,17245,22973,75.06638227484439,62.75512066912058,20.09418067228932,38.96270586782107
1609,Alta Verapaz,San Pedro Carchá,Alta Verapaz,San Pedro Carchá,131397.31045561726,91053.12940362965,14672.092140334767,43260,72090,60.008322929671245,69.29603740586845,16.113770318969284,47.51072289699417
1610,Alta Verapaz,San Juan Chamelco,Alta Verapaz,San Juan Chamelco,18689.61744571017,9955.164942107165,5915.226856543399,6987,20251,34.501999901239444,53.26575020074676,59.418672527703485,70.18467338946061
1611,Alta Verapaz,Lanquín,Alta Verapaz,Lanquín,23609.51674145833,16516.66459704689,3543.8672651768,4866,6028,80.72329130723291,69.95765638880533,21.456313073103328,29.461154044806484
1612,Alta Verapaz,Cahabón,Alta Verapaz,Cahabón,76028.44379013822,46287.90723700216,10694.815459573529,12398,16504,75.12118274357732,60.882355246900694,23.10498810156659,26.7845334560495
1613,Alta Verapaz,Chisec,Alta Verapaz,Chisec,109397.76076009248,48128.037787473986,21445.558465776954,15772,23412,67.36716213907398,43.99362240422634,44.55938669363011,32.770918419002925
1614,Alta Verapaz,Chahal,Alta Verapaz,Chahal,45939.05968352496,24353.033821855974,3414.0112710535027,3236,5639,57.38606135839688,53.01160709345049,14.018833530258354,13.287872154539555
1615,Alta Verapaz,Fray Bartolomé De Las Casas,Alta Verapaz,Fray Bartolomé De Las Casas,121097.52127961618,64324.21824849189,19572.47550323866,10474,18538,56.5001618297551,53.11770015503968,30.42784822915053,16.28313609586008
1616,Alta Verapaz,Santa Catalina La Tinta,Alta Verapaz,Santa Catalina La Tinta,19729.59615939955,9814.641235999534,6159.484794235538,4541,9767,46.49329374424081,49.74577866016611,62.75812478649658,46.26761071351112
1617,Alta Verapaz,Raxruhá,Alta Verapaz,Raxruhá,56838.83657756613,33825.36307854819,10006.016197232952,6761,10913,61.9536332814075,59.511005353510015,29.58140071991924,19.987959875847658
1701,Petén,Flores,Petén,Flores,386258.0000002338,22370.76970452147,2031.797884928081,2417,14621,16.531017030298884,5.791665079948617,9.082378084279433,10.80427733119745
1702,Petén,San José,Petén,San José,208374.99999914682,11918.04321842314,1107.53137545765,868,2241,38.73270861222669,5.719516841498231,9.292896116919653,7.283074780751163
1703,Petén,San Benito,Petén,San Benito,54413.00000028268,25737.4045400732,3090.305781061843,1463,16510,8.861296184130829,47.30010207108502,12.007060681857915,5.684333856283393
1704,Petén,San Andrés,Petén,San Andrés,802287.0000001927,190315.03206665543,11602.4193846444,6523,9969,65.43284180960978,23.721564984426983,6.096428253014086,3.427474923638928
1705,Petén,La Libertad,Petén,La Libertad,496829.0000002035,258008.5001597883,21507.70601326112,13958,21522,64.85456741938482,51.93104673030008,8.336045517857393,5.409899282913398
1706,Petén,San Francisco,Petén,San Francisco,157443.00000024363,76588.84674724242,8750.75856260504,1747,4088,42.734833659491194,48.64544422243219,11.42563040736752,2.281010975090705
1707,Petén,Santa Ana,Petén,Santa Ana,148353.00000037637,77035.32785121979,8978.230398554673,3434,6519,52.67679091885258,51.92704417910278,11.654692267805427,4.457695054705509
