codigo_municipio_4d,Departamento,Municipio,maga_department,maga_municipality,mapped_area_ha,agricultural_land_ha,maize_bean_ha,A,total,agricultural_share_pct,agricultural_land_share_of_mapped_pct,maize_bean_share_of_agricultural_land_pct,ag_workers_per_100_agricultural_ha
0707,Sololá,Santa Clara La Laguna,Sololá,Santa Clara La Laguna,1399.7178504884034,441.56835169105403,116.701165447305,826,3248,25.43103448275862,31.546954376339322,26.428788431140934,187.06050758318747
0708,Sololá,Concepción,Sololá,Concepción,1499.697696978553,409.379950923798,94.29438693236,954,1990,47.93969849246231,27.297498139030115,23.033464809299357,233.0353496421171
0709,Sololá,San Andrés Semetabaj,Sololá,San Andrés Semetabaj,5298.93186224672,1993.202783379378,1181.197950142664,1730,4804,36.01165695253955,37.61518047779293,59.26130346557116,86.7949821476202
0710,Sololá,Panajachel,Sololá,Panajachel,799.838771961911,105.536081593752,71.600532846342,122,6835,1.7849305047549378,13.194669387542234,67.84460041065323,115.60027448207126
0711,Sololá,Santa Catarina Palopó,Sololá,Santa Catarina Palopó,499.899231968305,128.08205562668002,109.06088294927,200,1267,15.785319652722968,25.621574796658372,85.14922907479647,156.14989861104257
0712,Sololá,San Antonio Palopó,Sololá,San Antonio Palopó,2599.47600757931,1515.472075875947,450.85093107691,1511,3853,39.21619517259278,58.299136882097564,29.749867269333677,99.7049054253697
0713,Sololá,San Lucas Tolimán,Sololá,San Lucas Tolimán,7398.5086373587055,5153.3660655884905,296.41701337428,3836,10396,36.898807233551366,69.65411974470926,5.75191068520436,74.43678464091307
0714,Sololá,Santa Cruz La Laguna,Sololá,Santa Cruz La Laguna,1099.7783107364091,579.79513652952,412.29426309915004,563,1653,34.05928614640048,52.71927359081036,71.11033486189966,97.10326364066269
0715,Sololá,San Pablo La Laguna,Sololá,San Pablo La Laguna,599.879078648328,359.48964717297997,40.79951810038,847,2529,33.491498616053775,59.92701862231913,11.349288754551534,235.61179206711307
0716,Sololá,San Marcos La Laguna,Sololá,San Marcos La Laguna,899.8186177991017,655.98213551797,168.738744732,104,1126,9.236234458259325,72.9015962264106,25.723070125798802,15.854090282181321
0717,Sololá,San Juan La Laguna,Sololá,San Juan La Laguna,3699.2543182468607,1912.553608036304,412.821801178964,1517,5036,30.123113582208102,51.70105765917428,21.584848625645837,79.31803812587324
0718,Sololá,San Pedro La Laguna,Sololá,San Pedro La Laguna,5098.972169301888,1635.8942495291271,239.8416505106,843,4284,19.677871148459385,32.08282365959847,14.661195280785149,51.531448334306916
0719,Sololá,Santiago Atitlán,Sololá,Santiago Atitlán,11597.662188438044,4633.03183668884,563.67999265169,4891,19898,24.580359835159314,39.94798056204472,12.166546929117239,105.56802051883862
0801,Totonicapán,Totonicapán,Totonicapán,Totonicapán,24447.686458824515,7826.328410062772,6840.4105486175795,4604,40719,11.30676097153663,32.0125522848311,87.40254932085983,58.82707393265488
0802,Totonicapán,San Cristóbal Totonicapán,Totonicapán,San Cristóbal Totonicapán,4425.9924165161065,3140.0212924895914,2730.2885073329617,2131,12751,16.71241471257156,70.94502197455729,86.9512736701295,67.86578183711676
0803,Totonicapán,San Francisco El Alto,Totonicapán,San Francisco El Alto,7262.987554819248,4425.471273830922,4392.893361688512,2554,18310,13.948661933369744,60.931830605911834,99.26385439817332,57.71136771585284
0804,Totonicapán,San Andrés Xecul,Totonicapán,San Andrés Xecul,1648.9971743603405,925.361032558543,783.322222335708,1213,8576,14.144123134328359,56.11659297824437,84.65044396454539,131.08397234387104
0805,Totonicapán,Momostenango,Totonicapán,Momostenango,35916.601128425486,9162.49021101223,8705.192701347996,6357,30781,20.652350475942953,25.51046013026204,95.0090259401902,69.38070168260194
0806,Totonicapán,Santa María Chiquimula,Totonicapán,Santa María Chiquimula,23747.752695549843,4618.991677322303,4439.216853139133,3699,17790,20.792580101180437,19.450226455271572,96.10792058652531,80.08241318469672
0807,Totonicapán,Santa Lucía La Reforma,Totonicapán,Santa Lucía La Reforma,4539.992220676609,1130.402522077403,916.492817335695,2533,5469,46.31559700127994,24.89877663069951,81.07667838987174,224.07947173940892
0808,Totonicapán,San Bartolo Aguas Calientes,Totonicapán,San Bartolo,5630.990350970872,686.796833913603,608.032060908894,892,2821,31.619992910315492,12.19673256579437,88.53157598938242,129.87829237899646
0901,Quetzaltenango,Quetzaltenango,Quetzaltenango,Quetzaltenango,12680.46727961135,3660.999605447438,1328.1492467287949,3871,78325,4.942227896584743,28.871172684100376,36.278322585792026,105.73614906267919
0902,Quetzaltenango,Salcajá,Quetzaltenango,Salcajá,1688.486975110904,1163.613285856468,917.476615456491,300,8121,3.694126339120798,68.91455504298688,78.84721037549771,25.781761315933018
0903,Quetzaltenango,Olintepeque,Quetzaltenango,Olintepeque,3218.494233223021,1818.24779623573,1576.418443403538,999,13431,7.43801652892562,56.49374100058352,86.69986822847552,54.94300623205501
0904,Quetzaltenango,San Carlos Sija,Quetzaltenango,San Carlos Sija,22661.45939692764,8284.925387562564,7889.397336361613,2632,6442,40.856876746352064,36.5595403298951,95.22593104103602,31.768541982902974
0905,Quetzaltenango,Sibilia,Quetzaltenango,Sibilia,4109.492636620721,2292.0397556814587,2195.4298129427084,1177,2193,53.67077063383493,55.774275764762706,95.78497962353072,51.35163982572631
0906,Quetzaltenango,Cabricán,Quetzaltenango,Cabricán,8369.485003812415,1482.0614671042842,1315.4481830005752,191,2980,6.409395973154362,17.70791711113868,88.75800445515628,12.887454686557911
0907,Quetzaltenango,Cajolá,Quetzaltenango,Cajolá,2053.496320657467,819.0150521725983,720.0969909046082,746,2712,27.507374631268437,39.88393083219037,87.92231461368256,91.08501706056421
0908,Quetzaltenango,San Miguel Sigüilá,Quetzaltenango,San Miguel Sigüilá,1713.4869295954074,742.8504977993757,668.0756640980958,833,1940,42.93814432989691,43.353146438927276,89.9340669592612,112.13561846800718
0909,Quetzaltenango,San Juan Ostuncalco,Quetzaltenango,San Juan Ostuncalco,10900.470468677133,4672.378504644693,2931.80289025745,6427,15356,41.85334722584006,42.86400773316096,62.74754682958624,137.55306839142168
0910,Quetzaltenango,San Mateo,Quetzaltenango,San Mateo,1082.9980595429322,481.2989851520593,140.97652508340002,273,3083,8.855011352578657,44.441352494683734,29.29084195738758,56.72149919737514
0911,Quetzaltenango,Concepción Chiquirichapa,Quetzaltenango,Concepción Chiquirichapa,2189.996076238951,1041.616386824333,31.8442290664,3341,5279,63.28850161015344,47.56247730878043,3.057193556976027,320.75148224059717
0912,Quetzaltenango,San Martín Sacatepéquez,Quetzaltenango,San Martín Sacatepéquez,14380.311294132836,4825.272752207301,397.68788569483,4755,9588,49.593241551939926,33.554716956482096,8.241770074301176,98.54365222825683
0913,Quetzaltenango,Almolonga,Quetzaltenango,Almolonga,1254.997751256787,619.194523213569,175.18712386364902,2505,5608,44.66833095577746,49.338297426707875,28.29274441163371,404.55784185545673
0914,Quetzaltenango,Cantel,Quetzaltenango,Cantel,4973.991087648295,1763.069494323493,1476.125523315373,1459,18508,7.883077588070024,35.44577107710647,83.72474982228518,82.75340278403674
0915,Quetzaltenango,Huitán,Quetzaltenango,Huitán,3635.0786881680056,1689.7877722066253,1476.9694455468061,1091,2552,42.75078369905956,46.48558991877666,87.40561802137387,64.56432091322968
0916,Quetzaltenango,Zunil,Quetzaltenango,Zunil,7746.986119098815,1444.282275341132,24.16094928797,2866,5944,48.216689098250335,18.643150421820316,1.672868919080469,198.43766339395572
0917,Quetzaltenango,Colomba,Quetzaltenango,Colomba,20570.445283283305,17841.766405961327,440.06332010897006,4866,14639,33.2399754081563,86.73495473848855,2.4664784309805516,27.27308434199745
0918,Quetzaltenango,San Francisco La Unión,Quetzaltenango,San Francisco La Unión,1688.9969737341012,935.862991980598,820.244186346708,592,1868,31.69164882226981,55.40939424607465,87.64575513460554,63.25712257807424
0919,Quetzaltenango,El Palmar,Quetzaltenango,El Palmar,17589.968482768603,12073.395297520809,7.5989596176,2773,8512,32.577537593984964,68.63795867143303,0.06293970693695745,22.967855616964826
0920,Quetzaltenango,Coatepeque,Quetzaltenango,Coatepeque,41900.90702457099,35917.18599194244,7952.097697530306,7776,35475,21.91966173361522,85.71935201994637,22.140091095427845,21.649802971046913
0921,Quetzaltenango,Génova,Quetzaltenango,Génova,16839.96982689407,15472.595131620086,2676.6940325711007,4427,8788,50.3755120619026,91.88018322283314,17.299580385845932,28.611877725365538
0922,Quetzaltenango,Flores Costa Cuca,Quetzaltenango,Flores Costa Cuca,7247.987013911147,6646.87022455918,309.3389468067,2516,6491,38.761361885687876,91.70643120361231,4.653903812710821,37.85240143103382
0923,Quetzaltenango,La Esperanza,Quetzaltenango,La Esperanza,1222.0335302293938,373.319669055607,223.018727835477,439,8640,5.081018518518518,30.54905285500058,59.73934574614062,117.59358972714875
0924,Quetzaltenango,Palestina De los Altos,Quetzaltenango,Palestina de Los Altos,3602.9935442015417,2154.30495961631,1565.724511199407,1988,3344,59.44976076555024,59.792084920144504,72.67887047329958,92.28034272149057
1001,Suchitepéquez,Mazatenango,Suchitepéquez,Mazatenango,6526.8619882968915,4600.7613103708245,293.730888741044,3588,29172,12.29946524064171,70.4896368058694,6.384397470890945,77.98709296029106
