rank_2026_C,codigo_municipio_4d,department,municipality,rainfall_2026_may_aug_mm,historical_median_rainfall_mm_1981_2025,historical_sd_rainfall_mm_1981_2025,z_2026_common_1981_2025,H_2026,agricultural_workers_ine_2018,total_workers_ine_2018,agricultural_dependence_pct,mapped_agricultural_land_ha_maga_2025,ag_workers_per_100_mapped_agricultural_ha,d_dependency_percentile,p_density_percentile,E_structural_exposure,C_impact_2026,z_2015_common_1981_2025,H_2015,C_impact_2015
85,1011,Suchitepéquez,San Miguel Panán,833.6988562447452,1709.662706598485,340.7127948350453,-2.6766143124284176,2.6766143124284176,1059,2602,40.69946195234435,2381.6086992067303,44.465742854933865,54.11764705882353,46.47058823529412,50.294117647058826,134.6179551250763,-1.601140501026708,1.601140501026708,80.52794872810796
86,1410,Quiché,Cunén,681.0287710464396,1095.5869249769385,240.8065744162574,-1.9265674122801195,1.9265674122801195,4948,9782,50.58270292373748,7583.473209870933,65.24714814788952,73.23529411764706,66.47058823529412,69.85294117647058,134.57640012250835,-2.0126254627076827,2.0126254627076827,140.58780805678666
87,1405,Quiché,Chajul,1249.578122076386,1894.614285161355,379.6405405242444,-1.8366843652220524,1.8366843652220524,8516,11711,72.71795747587738,18078.072412203917,47.1067921724394,96.47058823529412,48.8235294117647,72.6470588235294,133.42971712054322,-2.090294334633678,2.090294334633678,151.8537354866231
88,1219,San Marcos,San Pablo,1360.0633764433578,2034.689345303296,313.2209882862844,-2.277163441629169,2.277163441629169,5398,13403,40.27456539580691,9054.27304466221,59.61825950435963,53.23529411764706,62.35294117647059,57.794117647058826,131.60665184709757,-1.1071256583339986,1.1071256583339986,63.98535054783257
89,0907,Quetzaltenango,Cajolá,417.4783517626513,718.8823765562258,122.25432925685584,-2.3816793614705083,2.3816793614705083,746,2712,27.50737463126844,819.0150521725983,91.0850170605642,29.705882352941178,79.70588235294119,54.70588235294118,130.2918709510337,-1.2442858291209786,1.2442858291209786,68.06975418132413
90,2106,Jalapa,Monjas,382.1338749096285,718.7585920493976,144.22761123679678,-2.327468184643316,2.327468184643316,4048,9494,42.63745523488519,8092.997569948897,50.01854955487848,58.82352941176471,52.64705882352941,55.73529411764706,129.72212382056128,-2.074688951112704,2.074688951112704,115.63339889289922
91,2204,Jutiapa,Agua Blanca,338.29990514669373,640.0430112624771,124.23271475481177,-2.477724840181046,2.477724840181046,2984,5257,56.76241202206582,13701.16582893128,21.779168555853897,85.58823529411764,19.11764705882353,52.35294117647058,129.71618280947823,-2.632748383281748,2.632748383281748,137.83212124239736
92,2005,Chiquimula,Camotán,398.0213956351036,851.8307177571073,188.23661778860887,-2.381673120970613,2.381673120970613,4515,8666,52.10016155088853,13685.662006507731,32.9907314520339,76.17647058823529,32.64705882352941,54.41176470588235,129.59103746457745,-2.1924516794426445,2.1924516794426445,119.29516491084976
93,0905,Quetzaltenango,Sibilia,414.2546032895919,640.649559070452,118.29922017181416,-1.941886168664657,1.941886168664657,1177,2193,53.67077063383493,2292.0397556814587,51.35163982572631,79.70588235294119,53.52941176470589,66.61764705882354,129.3638874125132,-1.053969197236231,1.053969197236231,70.21294799235481
94,0607,Santa Rosa,San Juan Tecuaco,857.0470050003529,1291.9259401042132,262.39251357275003,-1.7709430313392256,1.7709430313392256,1633,3115,52.42375601926164,2373.3975371282318,68.80431846979587,76.76470588235294,69.11764705882352,72.94117647058823,129.17466816827292,-1.7819200585902637,1.7819200585902637,129.97534545011334
95,2217,Jutiapa,Quesada,458.19186356228033,802.1901860503258,151.46639654813117,-2.3235515891275766,2.3235515891275766,3090,7455,41.4486921529175,5939.115908054601,52.02794570500563,56.47058823529412,54.70588235294118,55.58823529411765,129.1621324544447,-1.9595291592526547,1.9595291592526547,108.9267679702211
96,0614,Santa Rosa,Nueva Santa Rosa,565.5499129832474,948.0212431179954,176.83722384095813,-2.32978060384788,2.32978060384788,5349,12205,43.82630069643589,11396.195335239398,46.936717410062144,62.05882352941177,48.52941176470589,55.294117647058826,128.82316280100042,-1.3492803365259836,1.3492803365259836,74.60726566673085
97,0110,Guatemala,San Juan Sacatepéquez,371.4920581773558,745.6620746551938,168.60131643179946,-2.4424558716627573,2.4424558716627573,11822,82187,14.384270018372735,8787.18664874935,134.53680310389885,14.411764705882351,90.88235294117646,52.647058823529406,128.58811794930398,-1.4352991865651803,1.4352991865651803,75.56428070446096
98,1311,Huehuetenango,La Libertad,505.84247107124384,708.4137133094456,144.48751157881995,-1.395510084674503,1.395510084674503,7265,9608,75.61407160699417,6840.27952649526,106.20910990347134,98.52941176470588,85.29411764705883,91.91176470588236,128.26379454728888,-1.4402197589328136,1.4402197589328136,132.37313960779537
99,2011,Chiquimula,Ipala,278.59664216635264,596.931126880725,129.79034965885648,-2.6135645844559083,2.6135645844559083,3740,7662,48.81232054293918,13087.508471158664,28.57686784495269,70.58823529411765,27.35294117647059,48.97058823529412,127.98779509173788,-2.3379883755829165,2.3379883755829165,114.49266603957518
100,0704,Sololá,Santa Lucía Utatlán,451.91902636515664,931.7621563845472,198.13819272096447,-2.4991849318281774,2.4991849318281774,1556,6708,23.19618366129994,1900.8018496779496,81.86018970171094,24.705882352941178,76.76470588235294,50.73529411764706,126.7968825706943,-1.5361270748558828,1.5361270748558828,77.93585894489405
101,0316,Sacatepéquez,Santa Catarina Barahona,371.81721892210624,794.301049887457,150.8322437110738,-2.928979066791114,2.928979066791114,383,2104,18.20342205323194,575.52876133831,66.54749957402444,18.823529411764707,67.64705882352942,43.235294117647065,126.63527141714523,-1.1032059723110184,1.1032059723110184,47.69743468521168
102,2216,Jutiapa,San José Acatempa,519.995589725986,893.5954903387268,166.73541926756351,-2.367170369816286,2.367170369816286,2057,3899,52.75711720954091,6862.360609838466,29.97510793954648,78.52941176470588,28.235294117647054,53.38235294117647,126.3651241534282,-1.7763911599123936,1.7763911599123936,94.82793986002925
103,1402,Quiché,Chiché,434.2572446014485,856.4063459989309,175.3471138480973,-2.4701376369518413,2.4701376369518413,2803,8677,32.303791633052896,4502.722919185152,62.251221101280926,37.05882352941177,64.41176470588236,50.735294117647065,125.32315952182138,-1.609409366115824,1.609409366115824,81.65385754558226
104,1507,Baja Verapaz,San Jerónimo,375.97737096282543,608.9451235170055,163.3270425691117,-1.6941437988776376,1.6941437988776376,4590,9421,48.720942575098185,5498.9684156332605,83.47020119175237,70.29411764705881,77.64705882352942,73.97058823529412,125.31681335815466,-2.003490160227646,2.003490160227646,148.19934567566264
105,1010,Suchitepéquez,San Antonio Suchitepéquez,813.7543084257245,1683.0530666773298,332.41965185148695,-2.6998517823924337,2.6998517823924337,4206,17571,23.93716919924876,6323.462906977731,66.51418790420702,25.294117647058822,67.3529411764706,46.32352941176471,125.06666344906128,-1.608451418312281,1.608451418312281,74.5091465835836
106,1004,Suchitepéquez,San Bernardino,843.3869861762824,1720.797067334112,319.5531279483426,-2.7554386932482045,2.7554386932482045,907,4846,18.716467189434585,1289.02331635989,70.36335095638947,19.411764705882355,71.17647058823529,45.294117647058826,124.8051643412422,-1.674023745467204,1.674023745467204,75.82342847116159
107,0804,Totonicapán,San Andrés Xecul,285.28256516057064,536.5360010235424,110.96966396468513,-2.378315934120787,2.378315934120787,1213,8576,14.14412313432836,925.361032558543,131.08397234387104,14.117647058823527,90.58823529411764,52.352941176470594,124.51183419808828,-1.3644922421673973,1.3644922421673973,71.43518208994021
108,1401,Quiché,Santa Cruz Del Quiché,412.5555000418893,798.0323237745503,174.8936226672269,-2.330650536566427,2.330650536566427,4816,25132,19.162820308769696,4348.991561401697,110.73831558430948,19.705882352941178,86.76470588235294,53.23529411764706,124.07286679956567,-1.664015379571652,1.664015379571652,88.584348147785
109,0111,Guatemala,San Raymundo,359.34374324947936,723.6792206921256,166.0762972765092,-2.386900255695041,2.386900255695041,3192,11551,27.633971084754567,4128.460065274733,77.3169644257558,30.0,73.82352941176471,51.91176470588236,123.9082044500514,-1.530152252900561,1.530152252900561,79.4329037167497
110,1305,Huehuetenango,Nentón,585.2494956294503,1078.327817921569,271.0000385792641,-1.8785267100753704,1.8785267100753704,8231,11937,68.9536734522912,22238.221054068657,37.01285269171328,94.70588235294116,37.05882352941177,65.88235294117646,123.76175972261262,-1.8990810952427504,1.8990810952427504,125.11593098069883
111,0108,Guatemala,Mixco,363.275977793733,759.2252311680379,168.7531626939166,-2.4825339868023404,2.4825339868023404,1279,217942,0.5868533830101587,451.3109007818069,283.39665578305005,0.2941176470588235,98.82352941176472,49.55882352941177,123.03146375770424,-1.33750850229919,1.33750850229919,66.28534783453338
112,2002,Chiquimula,San José La Arada,255.6553693785634,604.8386603484951,139.19787226693143,-2.6047201267780014,2.6047201267780014,1252,2733,45.81046469081596,4085.430903986375,30.645482188386936,64.70588235294117,29.705882352941178,47.20588235294117,122.95811186702036,-2.085313744897812,2.085313744897812,98.4390753106173
113,0604,Santa Rosa,Casillas,509.4305714523187,841.2382610618952,162.46157554480118,-2.2799320379574377,2.2799320379574377,4037,7337,55.02248875562219,14489.029254577885,27.862460134963765,82.05882352941177,25.588235294117645,53.82352941176471,122.7139891018268,-1.5284670581883557,1.5284670581883557,82.26749166131445
114,0312,Sacatepéquez,Ciudad Vieja,374.00699353724,775.3026761468965,147.458611349329,-2.84725488527063,2.84725488527063,1932,14312,13.49916154276132,2578.203168197389,74.93590977745959,13.23529411764706,72.6470588235294,42.94117647058823,122.26447448515056,-1.0134801630986012,1.0134801630986012,43.52003053305758
115,0918,Quetzaltenango,San Francisco La Unión,331.6490290886666,600.1747751467616,117.30717318727554,-2.4418395843926644,2.4418395843926644,592,1868,31.69164882226981,935.862991980598,63.25712257807424,35.0,65.0,50.0,122.09197921963322,-1.375889739106284,1.375889739106284,68.7944869553142
116,0101,Guatemala,Guatemala,375.6612106864924,786.9067319808634,168.58441163415105,-2.5522773619399994,2.5522773619399994,3677,433053,0.8490877560021521,2151.445350765659,170.9083616133417,0.5882352941176471,95.0,47.794117647058826,121.98384450448528,-1.4579781279334738,1.4579781279334738,69.68277817329103
117,1227,San Marcos,Esquipulas Palo Gordo,831.1233774528532,1277.321833848197,231.357394783401,-2.071282997363384,2.071282997363384,1084,3631,29.854034701184247,1005.5610528864454,107.80051563138775,31.76470588235294,85.88235294117646,58.8235294117647,121.84017631549315,-1.0009208245139851,1.0009208245139851,58.87769555964618
118,0115,Guatemala,Villa Nueva,353.2683504143919,741.4737685440093,147.86884669335356,-2.677911775115873,2.677911775115873,2528,185915,1.3597611811849502,2043.823051550765,123.68976845044692,1.1764705882352942,89.41176470588236,45.294117647058826,121.2936509905425,-1.2286841007792415,1.2286841007792415,55.65216221176565
119,2101,Jalapa,Jalapa,428.9001533796928,800.209136503004,167.26644580337955,-2.179386515116892,2.179386515116892,22021,53916,40.84316343942429,40509.92203240625,54.35952205087958,55.00000000000001,56.1764705882353,55.58823529411765,121.14825039914489,-2.022164968380613,2.022164968380613,112.4085820658635
120,0923,Quetzaltenango,La Esperanza,819.9844665527344,1419.0538911819458,235.60654688793105,-2.6190756094416923,2.6190756094416923,439,8640,5.081018518518518,373.319669055607,117.59358972714875,3.823529411764706,88.52941176470588,46.1764705882353,120.93966784774874,-1.3800986185686286,1.3800986185686286,63.72808326919844
121,1607,Alta Verapaz,Panzós,1017.629908751948,1540.9514638652129,279.67610295255383,-1.8423428575139464,1.8423428575139464,12708,17923,70.90330859789098,36821.43719606492,34.51250404033142,95.88235294117648,35.294117647058826,65.58823529411765,120.83601683106178,-1.9545565798816773,1.9545565798816773,128.19591685694533
122,1302,Huehuetenango,Chiantla,577.6779316472057,880.4986602691507,188.9937336714716,-1.6593059756901696,1.6593059756901696,13519,24662,54.8171275646744,21892.67473970125,61.75124858308875,81.76470588235294,63.8235294117647,72.79411764705883,120.78771440685792,-1.511219870047688,1.511219870047688,110.00791701082434
123,1218,San Marcos,Ocós,405.14700020458105,708.0005410470995,173.500497010978,-1.832871066724924,1.832871066724924,1966,3488,56.36467889908257,4361.85193574861,45.072598266969415,84.41176470588235,46.76470588235294,65.58823529411765,120.21477878813472,-0.6994024608644964,0.6994024608644964,45.87257316846551
124,1332,Huehuetenango,Unión Cantinil,982.477875230915,1335.9000258105727,281.7679836932132,-1.396531256814867,1.396531256814867,3148,4284,73.48272642390289,4003.1161161892232,78.63873813874645,97.05882352941175,75.0,86.02941176470588,120.1427625348084,-1.2815160945504132,1.2815160945504132,110.24807578117525
125,0901,Quetzaltenango,Quetzaltenango,634.9287363098599,1140.3297714795287,188.44248271678435,-2.7084438223539173,2.7084438223539173,3871,78325,4.942227896584743,3660.999605447438,105.7361490626792,3.5294117647058822,85.0,44.26470588235294,119.88846919537193,-1.5566247629894014,1.5566247629894014,68.90353730291321
126,1202,San Marcos,San Pedro Sacatepéquez,636.0630037093622,942.0773269768388,156.03531522301358,-2.046940015884077,2.046940015884077,5607,28182,19.895678092399404,2848.917691668313,196.81158274237703,20.588235294117645,96.47058823529412,58.52941176470589,119.80619504733274,-1.1018098929405962,1.1018098929405962,64.48828491034666
127,0513,Escuintla,Nueva Concepción,509.1179558438018,1097.7618868056363,217.2521432221644,-2.7507862475631115,2.7507862475631115,10978,23465,46.78457276795227,48239.58438003959,22.757244161793484,66.47058823529412,20.0,43.23529411764706,118.93105246816982,-1.901763041100944,1.901763041100944,82.22328442407023
128,1317,Huehuetenango,Santa Eulalia,1140.1615614096895,1951.4402182122312,411.3092192061813,-1.988998567611201,1.988998567611201,5002,9487,52.72478127964583,12223.09128717365,40.92254473505298,78.23529411764706,41.17647058823529,59.70588235294117,118.75491447796288,-1.986269626601964,1.986269626601964,118.59198064711724
129,1506,Baja Verapaz,El Chol,327.50759872556483,537.1164965015267,124.70022709498384,-1.9707488165409457,1.9707488165409457,1352,3144,43.00254452926209,2333.0064327765144,57.95097608843636,60.29411764705882,60.0,60.147058823529406,118.53474499488922,-1.8517537184454569,1.8517537184454569,111.3775398300282
130,1223,San Marcos,Ixchiguán,821.0960587106335,1047.8691016589366,179.00384059355378,-1.3872855057482167,1.3872855057482167,3687,4758,77.49054224464061,5192.810072739863,71.00201910628789,98.82352941176472,71.47058823529412,85.14705882352942,118.12328056297318,-0.7261509785501462,0.7261509785501462,61.82962008537275
131,0412,Chimaltenango,Yepocapa,1170.2336206344792,2055.159789134792,395.8743354680076,-2.3873257775447,2.3873257775447,4557,10704,42.57286995515695,11469.146609590854,39.73268591918858,58.52941176470589,40.294117647058826,49.41176470588236,117.96197959632636,-1.2127726757195192,1.2127726757195192,59.92523809437625
132,1307,Huehuetenango,Jacaltenango,787.7311322714573,1229.368991818462,306.47732505888433,-1.5964763890304947,1.5964763890304947,5522,12649,43.65562495058898,5081.616904031903,108.66620023281732,61.47058823529412,86.1764705882353,73.82352941176471,117.85752166078063,-1.5740996185318807,1.5740996185318807,116.20558948573591
133,1326,Huehuetenango,Barillas,1478.5863678428373,2423.976381442973,509.1835103606533,-1.729784532194138,1.729784532194138,17458,25764,67.76121720229779,42180.11591264392,41.389170281456686,94.11764705882352,41.76470588235294,67.94117647058823,117.52359615789584,-2.0768324970168845,2.0768324970168845,141.10244317967656
134,0105,Guatemala,Palencia,412.8493051921758,805.332007234453,175.5907257759969,-2.2820297078290928,2.2820297078290928,8531,25562,33.37375792191534,13916.566020496772,61.30104213521688,39.41176470588236,63.23529411764706,51.32352941176471,117.12181882828727,-1.6783043340462926,1.6783043340462926,86.13650185031709
135,0610,Santa Rosa,Santa María Ixhuatán,782.8986144883045,1219.659240716163,239.9426739466533,-1.9783052475618668,1.9783052475618668,4326,7917,54.6419098143236,11596.77862127087,37.30346280875992,80.88235294117648,37.35294117647059,59.117647058823536,116.95275139998095,-1.7136683838461486,1.7136683838461486,101.30804269208114
136,1013,Suchitepéquez,Chicacao,1000.7289471399248,2002.2857870328696,398.84357474031793,-2.656718099295748,2.656718099295748,6510,17303,37.62353349130208,16901.98331421721,38.51618995815759,48.8235294117647,39.11764705882353,43.97058823529412,116.81745760138656,-1.6076609034840346,1.6076609034840346,70.6897956090774
137,2203,Jutiapa,Santa Catarina Mita,406.6467496072989,700.2891670887329,138.85851879017798,-2.259456036286596,2.259456036286596,4009,10127,39.587242026266416,8408.311556160255,47.67901347640777,52.352941176470594,50.294117647058826,51.32352941176471,115.96325833294442,-2.355529670244594,2.355529670244594,120.89409631108283
138,1910,Zacapa,Huité,282.3197492107083,632.2933457663404,159.9139864194263,-2.2314044210033224,2.2314044210033224,1415,3354,42.188431723315446,3184.67357426062,44.43155529145614,57.647058823529406,46.1764705882353,51.91176470588235,115.83614126679012,-1.957866991160495,1.957866991160495,101.63633057053744
139,1308,Huehuetenango,Soloma,774.9976527043624,1281.1878340469189,287.392388764776,-1.774882936803129,1.774882936803129,3434,9972,34.436421981548335,2955.353997791176,116.19589404743266,42.05882352941177,88.23529411764706,65.14705882352942,115.62840308879208,-1.7653996214426642,1.7653996214426642,115.0105929851618
140,0710,Sololá,Panajachel,378.581897261304,801.640375343677,165.17576083893948,-2.562656950046415,2.562656950046415,122,6835,1.7849305047549378,105.536081593752,115.60027448207126,2.0588235294117645,87.6470588235294,44.85294117647059,114.94270143590538,-1.5108526488345144,1.5108526488345144,67.76618498448924
141,1320,Huehuetenango,San Sebastián Huehuetenango,504.8521900401821,663.5026846705522,135.5268127430976,-1.287154170596737,1.287154170596737,5044,8562,58.91146928287783,4105.432540027064,122.86159742784982,88.23529411764706,89.11764705882354,88.6764705882353,114.14028895144595,-1.245933755771295,1.245933755771295,110.4850080485428
142,0205,El Progreso,El Jícaro,395.989208843476,796.281638856121,201.77447027937453,-2.160325300863998,2.160325300863998,1519,4312,35.22727272727273,2591.126694138648,58.623146580833314,44.11764705882353,60.882352941176464,52.5,113.4170782953599,-1.9368572693933936,1.9368572693933936,101.68500664315316
143,0307,Sacatepéquez,San Bartolomé Milpas Altas,341.8040888034924,706.1708279959857,146.39322856487334,-2.580737942538796,2.580737942538796,288,3463,8.31648859370488,313.988949979136,91.7229730597644,7.647058823529412,80.0,43.8235294117647,113.09704512890605,-1.266179139182951,1.266179139182951,55.48843874654697
144,1333,Huehuetenango,Petatán,1171.7687874900016,1615.0195165370867,358.28256173783313,-1.3725257863188598,1.3725257863188598,1227,1916,64.03966597077245,1597.64648031743,76.80046963557372,91.17647058823528,73.52941176470588,82.35294117647058,113.03153534390609,-1.2472466827623034,1.2472466827623034,102.71443269807205
145,1610,Alta Verapaz,San Juan Chamelco,705.4490949847712,1150.3812002956436,229.5663068876404,-1.99152573578892,1.99152573578892,6987,20251,34.501999901239444,9955.164942107163,70.18467338946061,42.35294117647059,70.88235294117648,56.617647058823536,112.75550121746092,-2.113331004653032,2.113331004653032,119.65182893991432
146,0308,Sacatepéquez,San Lucas Sacatepéquez,340.5414462558425,711.9619447065028,148.85370529187512,-2.589352775001323,2.589352775001323,396,10569,3.746806698836219,381.6428056128928,103.76194550924404,3.2352941176470598,83.82352941176471,43.52941176470589,112.7130031471164,-1.2984035656306097,1.2984035656306097,56.51874344509713
147,1306,Huehuetenango,San Pedro Necta,753.6438119895344,990.2489284900852,191.9020084750377,-1.259037853133529,1.259037853133529,6197,9923,62.45087171218382,5337.776847786093,116.09702272529958,90.0,87.94117647058823,88.97058823529412,112.01733840379192,-1.350982548756306,1.350982548756306,120.19771205846548
148,1001,Suchitepéquez,Mazatenango,886.4949964109018,1749.5830975182714,331.47145972061446,-2.6085264834965245,2.6085264834965245,3588,29172,12.29946524064171,4600.7613103708245,77.98709296029106,11.470588235294118,74.41176470588235,42.94117647058823,112.01319605602724,-1.532207691280482,1.532207691280482,65.79480086086775
149,0107,Guatemala,San Pedro Ayampuc,337.83690689480534,647.5895377779578,147.4031573174629,-2.316873672082589,2.316873672082589,2273,22311,10.187799740038546,2014.7454377611489,112.8182229575282,9.117647058823527,87.3529411764706,48.23529411764706,111.75508300633663,-1.6559676198031548,1.6559676198031548,79.87608519050511
150,0605,Santa Rosa,San Rafael Las Flores,521.7320986846535,842.3057234111576,169.53719373055472,-2.0812942548540136,2.0812942548540136,1912,3708,51.56418554476807,5787.664962217081,33.035775437622604,74.41176470588235,32.94117647058823,53.67647058823529,111.71652985613454,-1.4481192730606325,1.4481192730606325,77.7299315686957
151,1508,Baja Verapaz,Purulhá,885.7192657108791,1285.5429119364148,298.4793987224034,-1.600712131308835,1.600712131308835,9711,14975,64.84808013355592,21485.19825932765,45.19855894643205,91.47058823529412,47.35294117647059,69.41176470588235,111.1082538202603,-2.004852809542861,2.004852809542861,139.16037148591622
152,1418,Quiché,Canillá,604.6771153116734,1027.4314233172977,205.75669744987584,-2.1541213339996705,2.1541213339996705,1270,2673,47.51215862326973,3673.829634107521,34.568832158394834,67.05882352941175,35.588235294117645,51.323529411764696,110.5571096420419,-1.8570554190790105,1.8570554190790105,95.3106384203786
153,0512,Escuintla,San Vicente Pacaya,653.2834454726983,1206.0272486241754,199.66916006312087,-2.900642125334861,2.900642125334861,1899,5711,33.251619681316754,5044.89874613689,37.64198441949209,38.23529411764706,37.94117647058823,38.088235294117645,110.48033977378368,-1.3461886231682938,1.3461886231682938,51.27394902949825
154,2201,Jutiapa,Jutiapa,513.0654793880857,820.4766983567727,154.2340843592022,-2.159870837552416,2.159870837552416,15676,45272,34.62625905637039,27285.40224856465,57.451965916407325,42.64705882352941,59.41176470588236,51.02941176470589,110.21693832804242,-2.197829006890568,2.197829006890568,112.15392138103338
155,1608,Alta Verapaz,Senahú,1283.444668424216,1821.167386979848,348.0061913597451,-1.58773191130305,1.58773191130305,17245,22973,75.06638227484439,44260.273037767845,38.96270586782107,97.94117647058825,39.70588235294117,68.8235294117647,109.27331389556284,-1.7424446518966088,1.7424446518966088,119.92119074817836
156,2001,Chiquimula,Chiquimula,244.89069176772333,607.1199490036165,143.1549492925597,-2.517849048428836,2.517849048428836,8285,37579,22.04688788951276,13419.000126178424,61.740814681395136,23.235294117647054,63.52941176470588,43.382352941176464,109.23021607154509,-2.030720483693844,2.030720483693844,88.09743274848292
157,0806,Totonicapán,Santa María Chiquimula,328.3313035703484,616.2908561903575,140.72309445307488,-2.2200730158626394,2.2200730158626394,3699,17790,20.79258010118044,4618.991677322303,80.08241318469672,22.058823529411764,75.88235294117646,48.97058823529412,108.7182815120969,-1.5213595520362404,1.5213595520362404,74.50187218059824
158,1602,Alta Verapaz,Santa Cruz Verapaz,617.7046774094159,1005.3773909938808,211.22252708299484,-1.8930920349528528,1.8930920349528528,3143,10126,31.038909737309897,3290.5251025298207,95.51666989513618,33.82352941176471,80.88235294117648,57.352941176470594,108.57439612229598,-2.0216409153146007,2.0216409153146007,115.94705249598448
159,1501,Baja Verapaz,Salamá,450.7713206246601,694.8112182132469,174.56128538592358,-1.640177469366514,1.640177469366514,9973,23765,41.96507468966968,13230.847725101688,75.37687839214665,57.35294117647059,73.23529411764706,65.29411764705883,107.0939406468724,-1.9430928294339287,1.9430928294339287,126.87253180421538
160,0808,Totonicapán,San Bartolo Aguas Calientes,322.91190677274034,495.4605344229391,111.10992944588682,-1.7096478106555533,1.7096478106555533,892,2821,31.61999291031549,686.796833913603,129.87829237899646,34.411764705882355,90.29411764705884,62.352941176470594,106.60156937028744,-1.2588582749767372,1.2588582749767372,78.49351596913773
161,1108,Retalhuleu,Nuevo San Carlos,1181.0497241152773,1969.0488297508807,314.50555570929794,-2.558245486325816,2.558245486325816,3619,12034,30.073126142595974,7513.975107480413,48.163587824468095,32.35294117647059,50.588235294117645,41.47058823529412,106.09194516821766,-1.292776345507138,1.292776345507138,53.61219550485484
162,1322,Huehuetenango,Concepción Huista,1133.4596073994785,1574.7145514715075,369.9124649364017,-1.398780704559668,1.398780704559668,3373,5001,67.44651069786043,6114.281391161444,55.1659268557033,93.23529411764706,57.94117647058824,75.58823529411765,105.73136502112786,-1.385672924666644,1.385672924666644,104.74057107039044
163,1403,Quiché,Chinique,473.8193559724389,887.1200877277756,187.3339124425657,-2.296631701505261,2.296631701505261,1102,3425,32.175182481751825,2060.245040676494,53.48878304486303,36.47058823529412,55.58823529411765,46.02941176470589,105.71260626046276,-1.660629264724238,1.660629264724238,76.43778821451272
164,1906,Zacapa,Usumatlán,486.1098574666835,974.0667293919556,239.9885826753192,-2.164201235795357,2.164201235795357,1042,4132,25.21781219748306,1511.927990995935,68.91862616510032,27.647058823529413,69.41176470588235,48.52941176470589,105.0274129135982,-2.062299038112411,2.062299038112411,100.08215920251406
165,1230,San Marcos,La Blanca,496.6093523772576,842.170757816068,201.31357652603225,-1.8271244725763007,1.8271244725763007,3902,9104,42.86028119507909,7413.223144264988,52.63567444369541,59.70588235294117,55.00000000000001,57.352941176470594,104.79096239775843,-0.7644931841814512,0.7644931841814512,43.84593262217147
166,0305,Sacatepéquez,Santo Domingo Xenacoj,389.0788473376462,796.3429791043001,180.5512098131162,-2.4544130016722803,2.4544130016722803,828,5615,14.746215494211931,1196.4088840983886,69.20710895790273,15.0,70.0,42.5,104.3125525710719,-1.2753830445014072,1.2753830445014072,54.2037793913098
167,0202,El Progreso,Morazán,292.1090156064878,519.3307368368494,139.03309410033285,-1.767669323504441,1.767669323504441,1984,4044,49.060336300692384,4513.622447310803,43.95582535225246,70.88235294117648,45.88235294117647,58.38235294117648,103.20069432812691,-1.964510456006947,1.964510456006947,114.69274279922914
168,0109,Guatemala,San Pedro Sacatepéquez,368.0538119267777,759.8124052445611,178.34897148315923,-2.3902595557382824,2.3902595557382824,853,23094,3.693600069282065,829.9788912096719,102.77369810655972,2.647058823529412,83.52941176470588,43.088235294117645,102.99206615166422,-1.2883164988916262,1.2883164988916262,55.51128443753625
169,1215,San Marcos,Malacatán,1350.643900809809,2030.773030957234,330.54856958908454,-2.215228691128772,2.215228691128772,8468,24975,33.905905905905904,17085.056080299277,49.56378229138167,41.17647058823529,51.76470588235295,46.47058823529412,102.9429803524547,-0.9131149067560476,0.9131149067560476,42.43298684336927
170,1907,Zacapa,Cabañas,387.94706052660376,866.0607243670917,214.3262086790548,-2.3193529790558625,2.3193529790558625,1481,4164,35.56676272814601,3448.617187110024,42.94474914570303,44.41176470588235,44.11764705882353,44.26470588235294,102.66547745526684,-2.004831456980891,2.004831456980891,88.74327478694828
171,0114,Guatemala,Amatitlán,365.394291446203,765.5156165714398,141.7059418775292,-2.860545670687377,2.860545670687377,3783,46555,8.125872623778326,6111.393012688719,61.90078092090599,7.352941176470589,64.11764705882354,35.735294117647065,102.2224408789754,-1.276117037963988,1.276117037963988,45.60241768018369
172,1323,Huehuetenango,San Juan Ixcoy,796.7665418373474,1265.0977964707597,285.3972477363125,-1.7872200656606234,1.7872200656606234,1538,3129,49.15308405241292,3673.252182912632,41.870253481493165,71.17647058823529,42.94117647058823,57.05882352941176,101.9766743347532,-1.7578915004235345,1.7578915004235345,100.30322090651931
173,1021,Suchitepéquez,San José La Máquina,663.5411867630777,1233.6952319132145,256.5799450245832,-2.2645722256522154,2.2645722256522154,3112,6485,47.98766383962992,12650.245125204225,24.60031382158502,68.23529411764706,21.764705882352946,45.0,101.90575015434968,-1.6738973030588715,1.6738973030588715,75.32537863764922
174,0702,Sololá,San José Chacayá,417.7604446411133,869.7415261038007,190.8287806304109,-2.405747736530333,2.405747736530333,354,1353,26.164079822616408,653.35158876051,54.18215951255012,28.52941176470588,55.88235294117647,42.20588235294117,101.53670593885376,-1.4149332579099758,1.4149332579099758,59.71850662061221
175,1008,Suchitepéquez,Samayac,853.1532075158584,1709.8100305612074,313.8681426147742,-2.8468504774213144,2.8468504774213144,1253,9486,13.208939489774403,2243.0985806707267,55.86022882798716,12.941176470588236,58.235294117647065,35.58823529411765,101.31438463764091,-1.703823553770886,1.703823553770886,60.636073531258006
