rank_2026_C,codigo_municipio_4d,department,municipality,rainfall_2026_may_aug_mm,historical_median_rainfall_mm_1981_2025,historical_sd_rainfall_mm_1981_2025,z_2026_common_1981_2025,H_2026,agricultural_workers_ine_2018,total_workers_ine_2018,agricultural_dependence_pct,mapped_agricultural_land_ha_maga_2025,ag_workers_per_100_mapped_agricultural_ha,d_dependency_percentile,p_density_percentile,E_structural_exposure,C_impact_2026,z_2015_common_1981_2025,H_2015,C_impact_2015
12,0406,Chimaltenango,Tecpán Guatemala,333.64315559792163,690.4193169860496,140.01891200488507,-2.6486181859619804,2.6486181859619804,12849,29167,44.05321082044777,9988.47973513761,128.6381946073296,62.35294117647059,90.0,76.17647058823529,201.76238534239792,-1.4545057690689762,1.4545057690689762,110.79911593790142
13,0413,Chimaltenango,San Andrés Itzapa,402.530928093858,840.861270224303,156.30765321516728,-2.865687055770565,2.865687055770565,4359,11807,36.91877699669688,2930.344595099569,148.75383623105552,47.35294117647059,92.94117647058825,70.1470588235294,201.0195184709646,-1.152516426346217,1.152516426346217,80.84563755399199
14,0913,Quetzaltenango,Almolonga,407.858850495564,757.0609571522998,150.50365733191862,-2.449244146292061,2.449244146292061,2505,5608,44.66833095577746,619.194523213569,404.55784185545673,63.8235294117647,100.0,81.91176470588235,200.621910218335,-1.4027090448117046,1.4027090448117046,114.89837322942932
15,2006,Chiquimula,Olopa,410.7333417153176,933.3245927046038,194.42264519807955,-2.5905715810515964,2.5905715810515964,4950,6786,72.94429708222812,9291.95058888785,53.271914789556185,96.76470588235294,55.294117647058826,76.02941176470588,196.95963344171696,-2.2758154271639697,2.2758154271639697,173.02890821231946
16,0402,Chimaltenango,San José Poaquil,332.68570136958704,698.6423607963467,141.40927988794732,-2.6613980141822324,2.6613980141822324,4136,9483,43.61488980280502,3887.906814741945,106.38115050281938,61.1764705882353,85.58823529411764,73.38235294117646,195.2996483936668,-1.4081402945880126,1.4081402945880126,103.33264808814974
17,0708,Sololá,Concepción,392.1391731520407,789.1839897198935,169.24181993202586,-2.344225926325653,2.344225926325653,954,1990,47.93969849246231,409.379950923798,233.0353496421171,67.94117647058823,97.94117647058825,82.94117647058823,194.43285624230413,-1.4501502476298649,1.4501502476298649,120.27716759753584
18,0924,Quetzaltenango,Palestina De los Altos,549.4657997348565,860.8966021776089,134.98177777276476,-2.2775350743973,2.2775350743973,1988,3344,59.44976076555024,2154.30495961631,92.28034272149056,88.52941176470588,80.29411764705883,84.41176470588235,192.2507548094191,-1.2455216599661043,1.2455216599661043,105.1366812971388
19,0705,Sololá,Nahualá,640.7076467430601,1220.6641676999957,237.9665454153107,-2.6390169781669,2.6390169781669,8881,20155,44.0635078144381,8924.313065332264,99.51466219287488,62.64705882352941,82.35294117647058,72.5,191.32873091710027,-1.6207136257400674,1.6207136257400674,117.50173786615488
20,0415,Chimaltenango,Zaragoza,334.2033243454258,707.26346993879,141.0502285495799,-2.7449421763738817,2.7449421763738817,3299,8934,36.9263487799418,2395.4011988407296,137.72223215036266,47.647058823529406,91.47058823529412,69.55882352941177,190.9349484448303,-1.2522846812260782,1.2522846812260782,87.10744914999044
21,0909,Quetzaltenango,San Juan Ostuncalco,918.2159020940564,1455.257733737158,211.6562400828516,-2.5529404966335494,2.5529404966335494,6427,15356,41.85334722584006,4672.378504644693,137.55306839142168,57.05882352941176,91.17647058823528,74.11764705882352,189.21794269166304,-1.2857107979623996,1.2857107979623996,95.29385914309547
